sample_id,combo,camera_source,motion_source,camera_focal_l1_mean,camera_principal_l1_mean,camera_rotation_deg_max,camera_rotation_deg_mean,camera_translation_l2_max,camera_translation_l2_mean,joint_velocity_l2_mean,mpjpe_max,mpjpe_mean,num_frames,projection_onscreen_fraction,projection_positive_depth_fraction,projection_visible_fraction,projection_xy_l2_mean_px,projection_xy_l2_visible_mean_px,rifke_l1_mean,rifke_l2_frame_mean,root_joint_l2_max,root_joint_l2_mean,root_velocity_l2_mean
2015_TQCgzi4j3eM_00027_000_a,vae_camera+gt_motion,vae,gt,0.0,0.0,9.875099182128906,7.270132541656494,0.8345494270324707,0.043390221893787384,0.0,0.0,0.0,109,0.3803169307756464,1.0,1.0,195.67001342773438,195.67001342773438,0.0,0.0,0.0,0.0,0.0
2015_TQCgzi4j3eM_00027_000_a,gt_camera+vae_motion,gt,vae,0.0,0.0,0.06255725026130676,0.04805832728743553,0.0,0.0,0.03144767880439758,2.791938066482544,1.2624491453170776,109,0.0779816513761468,0.816930775646372,0.816930775646372,2149808640.0,6245.47607421875,0.03173369914293289,0.6688470244407654,2.6183247566223145,1.2760387659072876,0.030404236167669296
2015_TQCgzi4j3eM_00027_000_a,vae_camera+vae_motion,vae,vae,0.0,0.0,9.875099182128906,7.270132541656494,0.8345494270324707,0.043390221893787384,0.03144767880439758,2.791938066482544,1.2624491453170776,109,0.08798999165971642,0.8519599666388658,0.8519599666388658,1710673536.0,8841.8681640625,0.03173369914293289,0.6688470244407654,2.6183247566223145,1.2760387659072876,0.030404236167669296
2015_TQCgzi4j3eM_00027_000_a,pulp_camera+gt_motion,pulp,gt,11.777433395385742,0.0,9.77837085723877,1.4765517711639404,0.19006110727787018,0.12939858436584473,0.0,0.0,0.0,109,0.1409507923269391,1.0,1.0,161.5882568359375,161.5882568359375,0.0,0.0,0.0,0.0,0.0
2015_TQCgzi4j3eM_00027_000_a,gt_camera+pulp_motion,gt,pulp,0.0,0.0,0.06255725026130676,0.04805832728743553,0.0,0.0,0.015854880213737488,0.4106622338294983,0.11395883560180664,109,0.22894078398665554,1.0,1.0,108.21160888671875,108.21160888671875,0.029613381251692772,0.6924577355384827,0.35264304280281067,0.12001311779022217,0.010401886887848377
2015_TQCgzi4j3eM_00027_000_a,pulp_camera+pulp_motion,pulp,pulp,11.777433395385742,0.0,9.77837085723877,1.4765517711639404,0.19006110727787018,0.12939858436584473,0.015854880213737488,0.4106622338294983,0.11395883560180664,109,0.13010842368640535,1.0,1.0,171.30345153808594,171.30345153808594,0.029613381251692772,0.6924577355384827,0.35264304280281067,0.12001311779022217,0.010401886887848377
2015_xNGdLsWV0_k_00008_000_a,gt_camera+gt_motion,gt,gt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.3039485766758494,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_xNGdLsWV0_k_00008_000_a,vae_camera+gt_motion,vae,gt,0.0,0.0,6.997790813446045,3.1804981231689453,0.5441371202468872,0.026987610384821892,0.0,0.0,0.0,99,0.3971533516988062,1.0,1.0,59.65492248535156,59.65492248535156,0.0,0.0,0.0,0.0,0.0
2015_xNGdLsWV0_k_00008_000_a,gt_camera+vae_motion,gt,vae,0.0,0.0,0.0,0.0,0.0,0.0,0.0190117284655571,0.9660184383392334,0.4555341303348541,99,0.21808999081726355,1.0,1.0,192.9933319091797,192.9933319091797,0.016194555908441544,0.3247961103916168,0.8263955116271973,0.43775808811187744,0.017415093258023262
2015_xNGdLsWV0_k_00008_000_a,vae_camera+vae_motion,vae,vae,0.0,0.0,6.997790813446045,3.1804981231689453,0.5441371202468872,0.026987610384821892,0.0190117284655571,0.9660184383392334,0.4555341303348541,99,0.2860422405876951,1.0,1.0,211.26025390625,211.26025390625,0.016194555908441544,0.3247961103916168,0.8263955116271973,0.43775808811187744,0.017415093258023262
