status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/A_Free_space_Diffraction_BSDF.pdf	https://dl.acm.org/doi/pdf/10.1145/3658166	142070554	3254418	75119739			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Alignable_Lamella_Gridshells.pdf	https://dl.acm.org/doi/pdf/10.1145/3687898	140926160	985141	71366836			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Example_Based_Feature_Painting_on_Textures.pdf	https://dl.acm.org/doi/pdf/10.1145/3763301	135587363	7366948	40201820			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Automatic_Sampling_for_Discontinuities_in_Differentiable_Shaders.pdf	https://dl.acm.org/doi/pdf/10.1145/3763291	133438601	3233657	40643767			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/TetWeave_Isosurface_Extraction_using_On_The_Fly_Delaunay_Tetrahedral_Grids_for_Gradient_Based_Mesh_Optimization.pdf	https://dl.acm.org/doi/pdf/10.1145/3730851	131288689	2034146	131288689	12885452	gs-600dpi-q100; 12.29MiB	ok
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2022/Grid_free_Monte_Carlo_for_PDEs_With_Spatially_Varying_Coefficients.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530134	130892024	3859585	130892024			"qpdf failed: checking /home/ripemangobox/Downloads/acm_sig_auto/3528223.3530134.pdf
PDF Version: 1.6
File is not encrypted
File is linearized
WARNING: linearized file contains an uncompressed object after a compressed one in a cross-reference stream
WARNING: page length mismatch for page 0: hint table = 27855764; computed length = 27853537 (offset = 3243)
WARNING: object count mismatch for page 0: hint table = 237; computed = 239
WARNING: page 0 has shared identifier entries
WARNING: page 0: shared object 94"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Interactive_exploration_of_tension_compression_mixed_shells.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555438	130078026	1411567	130078026			"qpdf failed: checking /home/ripemangobox/Downloads/acm_sig_auto/3550454.3555438.pdf
PDF Version: 1.6
File is not encrypted
File is linearized
WARNING: linearized file contains an uncompressed object after a compressed one in a cross-reference stream
WARNING: page length mismatch for page 0: hint table = 26708682; computed length = 26706793 (offset = 2742)
WARNING: object count mismatch for page 0: hint table = 242; computed = 243
WARNING: page 0 has shared identifier entries
WARNING: page 0: shared object 15"
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Magic_Fixup_Streamlining_Photo_Editing_by_Watching_Dynamic_Videos.pdf	https://dl.acm.org/doi/pdf/10.1145/3750722	129154788	4200857	129154788	17479059	gs-600dpi-q100; 16.67MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Micro_Mesh_Construction.pdf	https://dl.acm.org/doi/pdf/10.1145/3592440	128743883	4315210	128743883	17935253	gs-450dpi-q95; 17.10MiB	ok
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2022/Joint_Neural_Phase_Retrieval_and_Compression_for_Energy_and_Computation_efficient_Holography_on_the_Edge.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530070	127612052	1310548	127612052			"qpdf failed: checking /home/ripemangobox/Downloads/acm_sig_auto/3528223.3530070.pdf
PDF Version: 1.5
File is not encrypted
File is linearized
WARNING: linearized file contains an uncompressed object after a compressed one in a cross-reference stream
WARNING: first shared object number mismatch: hint table = 410; computed = 194
WARNING: page length mismatch for page 0: hint table = 1940990; computed length = 1939615 (offset = 2059)
WARNING: object count mismatch for page 0: hint table = 73; computed = 74
WARN"
