status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/Drivable_Volumetric_Avatars_Using_Texel_aligned_Features.pdf	https://arxiv.org/abs/2207.09774	31644821	608405	31644821	2251152	gs-600dpi-q100; 2.15MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/GIFSplat_Generative_Prior_Guided_Iterative_Feed_Forward_3D_Gaussian_Splatting_from_Sparse_Views.pdf	https://arxiv.org/abs/2602.22571	31316777	570612	31316777	2337641	gs-600dpi-q100; 2.23MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2024/RefFusion_Reference_Adapted_Diffusion_Models_for_3D_Scene_Inpainting.pdf	https://arxiv.org/abs/2404.10765	31130545	2219178	31130545	8319177	gs-600dpi-q100; 7.93MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/ReMoGen_Real_time_Human_Interaction_to_Reaction_Generation_via_Modular_Learning_from_Diverse_Data.pdf	https://arxiv.org/abs/2604.01082	31285048	1771815	31285048	8640383	gs-600dpi-q100; 8.24MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Bridging_the_Perception_Gap_in_Image_Super_Resolution_Evaluation.pdf	https://arxiv.org/abs/2503.13074	31084893	1694594	31084893	13686399	gs-600dpi-q100; 13.05MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SVBench_Evaluation_of_Video_Generation_Models_on_Social_Reasoning.pdf	https://arxiv.org/abs/2512.21507	30885388	501198	30885388	1384568	gs-600dpi-q100; 1.32MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/POLAR_A_Portrait_OLAT_Dataset_and_Generative_Framework_for_Illumination_Aware_Face_Modeling.pdf	https://arxiv.org/abs/2512.13192	31022736	1260747	31022736	8863081	gs-600dpi-q100; 8.45MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/LayerPano3D_Layered_3D_Panorama_for_Hyper-Immersive_Scene_Generation.pdf	http://arxiv.org/abs/2408.13252	30791496	1470843	30791496	7449179	gs-600dpi-q100; 7.10MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Revisiting_Geometric_Obfuscation_with_Dual_Convergent_Lines_for_Privacy_Preserving_Image_Queries_in_Visual_Localization.pdf	https://arxiv.org/abs/2604.22310	30673753	1185307	30673753	4217034	gs-600dpi-q100; 4.02MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/LDP_Slicing_Local_Differential_Privacy_for_Images_via_Randomized_Bit_Plane_Slicing.pdf	https://arxiv.org/abs/2603.03711	30490227	528889	30490227	3142052	gs-600dpi-q100; 3.00MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/OneCat.pdf	https://arxiv.org/abs/2509.03498	30538582	2610210	30538582	18084617	gs-600dpi-q100; 17.25MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/CNS_Edit_3D_Shape_Editing_via_Coupled_Neural_Shape_Optimization.pdf	https://arxiv.org/abs/2402.02313	30468505	544630	30468505	2031898	gs-600dpi-q100; 1.94MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/VideoNet_A_Large_Scale_Dataset_for_Domain_Specific_Action_Recognition.pdf	https://arxiv.org/abs/2605.02834	30257468	1722492	30257468	3669698	gs-600dpi-q100; 3.50MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/Facial_Appearance_Capture_at_Home_with_Patch-Level_Reflectance_Prior.pdf	http://arxiv.org/abs/2506.03478	30408328	2480903	30408328	20269081	gs-600dpi-q100; 19.33MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/StreamDiT_Real_Time_Streaming_Text_to_Video_Generation.pdf	https://arxiv.org/abs/2507.03745	30257172	1152036	30257172	3061891	gs-600dpi-q100; 2.92MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2024/CamI2V_Camera_Controlled_Image_to_Video_Diffusion_Model.pdf	https://arxiv.org/abs/2410.15957	30207533	1134822	30207533	3545696	gs-600dpi-q100; 3.38MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Adaptive_Auxiliary_Prompt_Blending_for_Target_Faithful_Diffusion_Generation.pdf	https://arxiv.org/abs/2603.19158	30191165	1994098	30191165	16772611	gs-600dpi-q100; 16.00MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Neural_Face_Rigging_for_Animating_and_Retargeting_Facial_Meshes_in_the_Wild.pdf	https://arxiv.org/abs/2305.08296	30140949	734078	30140949	14121107	gs-600dpi-q100; 13.47MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Text_Image_Conditioned_3D_Generation.pdf	https://arxiv.org/abs/2603.21295	30047475	790554	30047475	3767053	gs-600dpi-q100; 3.59MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2026/WorldStereo_Bridging_3D_Reconstruction_and_Video_Generation_for_Scalable_Real_World_Stereo_Video_Generation.pdf	https://arxiv.org/abs/2603.02049	30133423	1315732	30133423	8715270	gs-600dpi-q100; 8.31MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/NOWA_Null_space_Optical_Watermark_for_Invisible_Capture_Fingerprinting_and_Tamper_Localization.pdf	https://arxiv.org/abs/2512.22501	29812781	784568	29812781	2029050	gs-600dpi-q100; 1.94MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SocialNav_Training_Human_Inspired_Foundation_Model_for_Socially_Aware_Embodied_Navigation.pdf	https://arxiv.org/abs/2511.21135	29932348	991748	29932348	15141065	gs-600dpi-q100; 14.44MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/Hunyuan3D_2_5_Towards_High_Fidelity_3D_Assets_Generation_with_Ultimate_Details.pdf	https://arxiv.org/abs/2506.16504	29639158	1122669	29639158	7754717	gs-600dpi-q100; 7.40MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/MetaSpectra_A_Compact_Broadband_Metasurface_Camera_for_Snapshot_Hyperspectral_Imaging.pdf	https://arxiv.org/abs/2603.09116	29396472	2199538	29396472	15119154	gs-600dpi-q100; 14.42MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/FlashPortrait_6x_Faster_Infinite_Portrait_Animation_with_Adaptive_Latent_Prediction.pdf	https://arxiv.org/abs/2512.16900	29703719	2815993	29703719	17049442	gs-600dpi-q100; 16.26MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/GeoDiff4D_Geometry_Aware_Diffusion_for_4D_Head_Avatar_Reconstruction.pdf	https://arxiv.org/abs/2602.24161	29385408	1164833	29385408	2289809	gs-600dpi-q100; 2.18MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Landscape_Awareness_for_Geometric_View_Diffusion_Model.pdf	https://arxiv.org/abs/2605.19865	29362774	1130902	29362774	4454708	gs-600dpi-q100; 4.25MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2026/HumanX_Toward_Agile_and_Generalizable_Humanoid_Interaction_Skills_from_Human_Videos.pdf	https://arxiv.org/abs/2602.02473	29325729	662862	29325729	2889952	gs-600dpi-q100; 2.76MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Ar2Can_An_Architect_and_an_Artist_Leveraging_a_Canvas_for_Multi_Human_Generation.pdf	https://arxiv.org/abs/2511.22690	29295911	1302641	29295911	12112776	gs-600dpi-q100; 11.55MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/LottieGPT_Tokenizing_Vector_Animation_for_Autoregressive_Generation.pdf	https://arxiv.org/abs/2604.11792	29160232	1833154	29160232	12459582	gs-600dpi-q100; 11.88MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Attack_for_Defense_Adversarial_Agents_for_Point_Prompt_Optimization_Empowering_Segment_Anything_Model.pdf	https://arxiv.org/abs/2509.18891	29123843	431171	29123843	2424386	gs-600dpi-q100; 2.31MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/VIRAL_Visual_Sim_to_Real_at_Scale_for_Humanoid_Loco_Manipulation.pdf	https://arxiv.org/abs/2511.15200	29046418	974570	29046418	7670414	gs-600dpi-q100; 7.32MiB	ok
replaced	obsidian-vault/paperPDFs/ICCV_2025/MCBLT_Multi_Camera_Multi_Object_3D_Tracking_in_Long_Videos.pdf	https://arxiv.org/abs/2412.00692	28950079	607697	28950079	3685489	gs-600dpi-q100; 3.51MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SparseWorld_TC_Trajectory_Conditioned_Sparse_Occupancy_World_Model.pdf	https://arxiv.org/abs/2511.22039	28937683	1463282	28937683	5039709	gs-600dpi-q100; 4.81MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/NOOUGAT_Towards_Unified_Online_and_Offline_Multi_Object_Tracking.pdf	https://arxiv.org/abs/2509.02111	28811209	1327457	28811209	2488864	gs-600dpi-q100; 2.37MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Lighting_grounded_Video_Generation_with_Renderer_based_Agent_Reasoning.pdf	https://arxiv.org/abs/2604.07966	28827576	897476	28827576	5084187	gs-600dpi-q100; 4.85MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/StyleTex_Style_Image_Guided_Texture_Generation_for_3D_Models.pdf	https://arxiv.org/abs/2411.00399	28742459	2346490	28742459	8226221	gs-600dpi-q100; 7.85MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Walk_on_Stars_A_Grid_free_Monte_Carlo_Method_for_PDEs_With_Neumann_Boundary_Conditions.pdf	https://arxiv.org/abs/2302.11815	28672972	1604300	28672972	6663155	gs-600dpi-q100; 6.35MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Charge_A_Comprehensive_Novel_View_Synthesis_Benchmark_and_Dataset_to_Bind_Them_All.pdf	https://arxiv.org/abs/2512.13639	28662731	375002	28662731	1990276	gs-600dpi-q100; 1.90MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/VOODOO_XP_Expressive_One_Shot_Head_Reenactment_for_VR_Telepresence.pdf	https://arxiv.org/abs/2405.16204	28709623	2353516	28709623	12884288	gs-450dpi-q95; 12.29MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/Hunyuan3D_2_0_Scaling_Diffusion_Models_for_High_Resolution_Textured_3D_Assets_Generation.pdf	https://arxiv.org/abs/2501.12202	28653475	1701577	28653475	8784164	gs-600dpi-q100; 8.38MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/MAMMA_Markerless_Accurate_Multi_person_Motion_Acquisition.pdf	https://arxiv.org/abs/2506.13040	28604396	1050487	28604396	7666559	gs-600dpi-q100; 7.31MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/ID_Crafter_VLM_Grounded_Online_RL_for_Compositional_Multi_Subject_Video_Generation.pdf	https://arxiv.org/abs/2511.00511	28609913	1367602	28609913	10205084	gs-600dpi-q100; 9.73MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2025/WiLoR_End_to_end_3D_Hand_Localization_and_Reconstruction_in_the_Wild.pdf	https://arxiv.org/abs/2409.12259	28591116	1033831	28591116	4307521	gs-600dpi-q100; 4.11MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Scaling_Instruction_Based_Video_Editing_with_a_High_Quality_Synthetic_Dataset.pdf	https://arxiv.org/abs/2510.15742	28574411	1056388	28574411	5567074	gs-600dpi-q100; 5.31MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/MANSION_Multi_floor_lANguage_to_3D_Scene_generatIOn_for_loNg_horizon_tasks.pdf	https://arxiv.org/abs/2603.11554	28578537	1601148	28578537	6228878	gs-600dpi-q100; 5.94MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/SyncTrack4D_Cross_Video_Motion_Alignment_and_Video_Synchronization_for_Multi_Video_4D_Gaussian_Splatting.pdf	https://arxiv.org/abs/2512.04315	28505239	629099	28505239	3297870	gs-600dpi-q100; 3.15MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Guided_Linear_Upsampling.pdf	https://arxiv.org/abs/2307.09582	28498705	1143340	28498705	3570684	gs-600dpi-q100; 3.41MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Resolving_the_Identity_Crisis_in_Text_to_Image_Generation.pdf	https://arxiv.org/abs/2510.01399	28318023	1168158	28318023	7552617	gs-600dpi-q100; 7.20MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/ClipGStream_Clip_Stream_Gaussian_Splatting_for_Any_Length_and_Any_Motion_Multi_View_Dynamic_Scene_Reconstruction.pdf	https://arxiv.org/abs/2604.13746	28455496	703139	28455496	2413855	gs-600dpi-q100; 2.30MiB	ok
