status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/NeurCADRecon_Neural_Representation_for_Reconstructing_CAD_Surfaces_by_Enforcing_Zero_Gaussian_Curvature.pdf	https://doi.org/10.1145/3658171	124632133	1244546	23141723			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/Controllable_Neural_Style_Transfer_for_Dynamic_Meshes.pdf	https://doi.org/10.1145/3641519.3657474	90198088	1380831	19423232			"qpdf failed: WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3641519.3657474.pdf: file is damaged
WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3641519.3657474.pdf: can't find startxref
WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3641519.3657474.pdf: Attempting to reconstruct cross-reference table
qpdf: /home/ripemangobox/Downloads/acm_sig_auto/3641519.3657474.pdf: unable to find trailer dictionary while recovering damaged file"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/Seamless_Parametrization_in_Penner_Coordinates.pdf	https://doi.org/10.1145/3658202	89068284	1333570	34811388			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Fast_MSX_Fast_Multiple_Scattering_Approximation.pdf	https://doi.org/10.1145/3610548.3618231	84613113	1000949	23493815			"qpdf failed: WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3610548.3618231 (1).pdf: file is damaged
WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3610548.3618231 (1).pdf: can't find startxref
WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3610548.3618231 (1).pdf: Attempting to reconstruct cross-reference table
qpdf: /home/ripemangobox/Downloads/acm_sig_auto/3610548.3618231 (1).pdf: unable to find trailer dictionary while recovering damaged file"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/TensoSDF_Roughness_aware_Tensorial_Representation_for_Robust_Geometry_and_Material_Reconstruction.pdf	https://doi.org/10.1145/3658211	81165801	2035773	30445127			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Mixed_Variational_Finite_Elements_for_Implicit_Simulation_of_Deformables.pdf	https://doi.org/10.1145/3550469.3555418	80383930	653230	24005610			"qpdf failed: WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3550469.3555418 (1).pdf: file is damaged
WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3550469.3555418 (1).pdf: can't find startxref
WARNING: /home/ripemangobox/Downloads/acm_sig_auto/3550469.3555418 (1).pdf: Attempting to reconstruct cross-reference table
qpdf: /home/ripemangobox/Downloads/acm_sig_auto/3550469.3555418 (1).pdf: unable to find trailer dictionary while recovering damaged file"
download_invalid	obsidian-vault/paperPDFs/TOG_2022/DeepPhase_periodic_autoencoders_for_learning_motion_phase_manifolds.pdf	https://doi.org/10.1145/3528223.3530178	78681518	920628	22214348			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Invalid XRef entry 540
Syntax Error: Invalid XRef entry 536
Syntax Error: Top-level pages object is wrong type (null)
Command Line Error: Wrong page range given: the first page (1) can not be after the last page (0)."
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/Proxy_Tracing_Unbiased_Reciprocal_Estimation_for_Optimized_Sampling_in_BDPT.pdf	https://doi.org/10.1145/3658216	74949824	1807583	23343479			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/Learning_Images_Across_Scales_Using_Adversarial_Training.pdf	https://doi.org/10.1145/3658190	74902575	4580202	28298645			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Invalid XRef entry 1627
Syntax Error: Invalid XRef entry 1623
Syntax Error: Top-level pages object is wrong type (null)
Command Line Error: Wrong page range given: the first page (1) can not be after the last page (0)."
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/LightFormer_Light_oriented_Global_Neural_Rendering_in_Dynamic_Scene.pdf	https://doi.org/10.1145/3658229	74454711	1528379	35379087			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
