status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
replaced	obsidian-vault/paperPDFs/AAAI_2026/DriveSuprim_Towards_Precise_Trajectory_Selection_for_End_to_End_Planning.pdf	https://arxiv.org/abs/2506.06659	28120013	472281	28120013	2098312	gs-600dpi-q100; 2.00MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/UNICBench_UNIfied_Counting_Benchmark_for_MLLM.pdf	https://arxiv.org/abs/2603.00595	28170590	1482137	28170590	5414094	gs-600dpi-q100; 5.16MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SharpTimeGS_Sharp_and_Stable_Dynamic_Gaussian_Splatting_via_Lifespan_Modulation.pdf	https://arxiv.org/abs/2602.02989	28083951	698872	28083951	2743088	gs-600dpi-q100; 2.62MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/InstAP_Instance_Aware_Vision_Language_Pre_Train_for_Spatial_Temporal_Understanding.pdf	https://arxiv.org/abs/2604.08337	28026623	489736	28026623	2322468	gs-600dpi-q100; 2.21MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/The_Image_as_Its_Own_Reward_Reinforcement_Learning_with_Adversarial_Reward_for_Image_Generation.pdf	https://arxiv.org/abs/2511.20256	27827624	1696914	27827624	14150386	gs-600dpi-q100; 13.49MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/ProcessPainter_Learning_to_draw_from_sequence_data.pdf	https://arxiv.org/abs/2406.06062	27793988	1015455	27793988	5673797	gs-600dpi-q100; 5.41MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SPREAD_Spatial_Physical_REasoning_via_geometry_Aware_Diffusion.pdf	https://arxiv.org/abs/2603.27573	27452627	1063156	27452627	5528963	gs-600dpi-q100; 5.27MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Outlier_Robust_Diffusion_Solvers_for_Inverse_Problems.pdf	https://arxiv.org/abs/2605.09477	27579179	1883000	27579179	19949798	gs-600dpi-q100; 19.03MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/Anymate_A_Dataset_and_Baselines_for_Learning_3D_Object_Rigging.pdf	http://arxiv.org/abs/2505.06227	27447167	2042050	27447167	6758041	gs-600dpi-q100; 6.44MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SAGE_Scalable_Agentic_3D_Scene_Generation_for_Embodied_AI.pdf	https://arxiv.org/abs/2602.10116	27156882	1468450	27156882	9283927	gs-600dpi-q100; 8.85MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2026/Self_Swap_Guidance_Guiding_a_Diffusion_Model_by_Swapping_Its_Tokens.pdf	https://arxiv.org/abs/2604.08048	27127791	860733	27127791	5293985	gs-600dpi-q100; 5.05MiB	ok
replaced	obsidian-vault/paperPDFs/arXiv_2026/CamDirector_Camera_Trajectory_Control_for_Long_term_Video_Generation.pdf	https://arxiv.org/abs/2603.02256	27054984	1131569	27054984	4253609	gs-600dpi-q100; 4.06MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/Motion_Anything_Any_to_Motion_Generation.pdf	https://arxiv.org/abs/2503.06955	26868965	1406219	26868965	20259789	lossless-qpdf; 19.32MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Fast_High_Resolution_Image_Synthesis_with_Latent_Adversarial_Diffusion_Distillation.pdf	https://arxiv.org/abs/2403.12015	26912217	1139831	26912217	14083522	gs-600dpi-q100; 13.43MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Spectrum_from_Defocus_Fast_Spectral_Imaging_with_Chromatic_Focal_Stack.pdf	https://arxiv.org/abs/2503.20184	26843529	1786225	26843529	14168719	gs-600dpi-q100; 13.51MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/CLaD_Planning_with_Grounded_Foresight_via_Cross_Modal_Latent_Dynamics.pdf	https://arxiv.org/abs/2603.29409	26797475	919532	26797475	2961683	gs-600dpi-q100; 2.82MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Attention_Surgery_An_Efficient_Recipe_to_Linearize_Your_Video_Diffusion_Transformer.pdf	https://arxiv.org/abs/2509.24899	26838880	2085368	26838880	8415839	gs-450dpi-q95; 8.03MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SmokeSVD_Smoke_Reconstruction_from_A_Single_View_via_Progressive_Novel_View_Synthesis_and_Refinement_with_Diffusion_Models.pdf	https://arxiv.org/abs/2507.12156	26796813	1290532	26796813	5348220	gs-600dpi-q100; 5.10MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Lumiere_A_Space_Time_Diffusion_Model_for_Video_Generation.pdf	https://arxiv.org/pdf/2401.12945.pdf	26789812	2114539	26789812	10588474	gs-600dpi-q100; 10.10MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Cross_Hand_Latent_Representation_for_Vision_Language_Action_Models.pdf	https://arxiv.org/abs/2603.10158	26778854	1140993	26778854	5379369	gs-600dpi-q100; 5.13MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/CARI4D_Category_Agnostic_4D_Reconstruction_of_Human_Object_Interaction.pdf	https://arxiv.org/abs/2512.11988	26565477	1035570	26565477	5373052	gs-600dpi-q100; 5.12MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Denoising_as_Path_Planning_Training_Free_Acceleration_of_Diffusion_Models_with_DPCache.pdf	https://arxiv.org/abs/2602.22654	26512598	1302655	26512598	4037257	gs-600dpi-q100; 3.85MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/WeMMU_Enhanced_Bridging_of_Vision_Language_Models_and_Diffusion_Models_via_Noisy_Query_Tokens.pdf	https://arxiv.org/abs/2512.02536	26532531	956556	26532531	10677619	gs-600dpi-q100; 10.18MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Img2CAD_Reverse_Engineering_3D_CAD_Models_from_Images_through_VLM_Assisted_Conditional_Factorization.pdf	https://arxiv.org/abs/2408.01437	26455552	1136607	26455552	3033319	gs-600dpi-q100; 2.89MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/StableMotion_Training_Motion_Cleanup_Models_with_Unpaired_Corrupted_Data.pdf	https://arxiv.org/abs/2505.03154	26282019	1391110	26282019	4000141	gs-600dpi-q100; 3.81MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SaPaVe_Towards_Active_Perception_and_Manipulation_in_Vision_Language_Action_Models_for_Robotics.pdf	https://arxiv.org/abs/2603.12193	26411736	2193765	26411736	12103989	gs-600dpi-q100; 11.54MiB	ok
