status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
replaced	obsidian-vault/paperPDFs/ECCV_2024/Generative_Camera_Dolly_Extreme_Monocular_Dynamic_Novel_View_Synthesis.pdf	https://arxiv.org/abs/2405.14868	24483452	1065981	24483452	5860294	gs-600dpi-q100; 5.59MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/SketchDream_Sketch_based_Text_to_3D_Generation_and_Editing.pdf	https://arxiv.org/abs/2405.06461	24520365	998823	24520365	8200430	gs-600dpi-q100; 7.82MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Efficient_Encoder_Free_Fourier_based_3D_Large_Multimodal_Model.pdf	https://arxiv.org/abs/2602.23153	24465622	1601377	24465622	4163510	gs-600dpi-q100; 3.97MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Neural_Laplacian_Operator_for_3D_Point_Clouds.pdf	https://arxiv.org/abs/2409.06506	24432984	916685	24432984	2609008	gs-600dpi-q100; 2.49MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/PC_Talk_Precise_Facial_Animation_Control_for_Audio_Driven_Talking_Face_Generation.pdf	https://arxiv.org/abs/2503.14295	24339427	920202	24339427	1873725	gs-600dpi-q100; 1.79MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/PvP_Data_Efficient_Humanoid_Robot_Learning_with_Proprioceptive_Privileged_Contrastive_Representations.pdf	https://arxiv.org/abs/2512.13093	24322521	1244735	24322521	2478965	gs-600dpi-q100; 2.36MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/VGG_T3_Offline_Feed_Forward_3D_Reconstruction_at_Scale.pdf	https://arxiv.org/abs/2602.23361	24450573	766608	24450573	2789890	gs-600dpi-q100; 2.66MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Planning_in_8_Tokens_A_Compact_Discrete_Tokenizer_for_Latent_World_Model.pdf	https://arxiv.org/abs/2603.05438	24206021	1626103	24206021	10048784	gs-600dpi-q100; 9.58MiB	ok
replaced	obsidian-vault/paperPDFs/WHITEPAPER_2025/Cosmos_Drive_Dreams_Scalable_Synthetic_Driving_Data_Generation_with_World_Foundation_Models.pdf	https://arxiv.org/abs/2506.09042	24319933	2136214	24319933	14307238	gs-600dpi-q100; 13.64MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/IMAIA_Interactive_Maps_AI_Assistant_for_Travel_Planning_and_Geo_Spatial_Intelligence.pdf	https://arxiv.org/abs/2507.06993	24099816	504843	24099816	2278546	gs-600dpi-q100; 2.17MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/RnG_A_Unified_Transformer_for_Complete_3D_Modeling_from_Partial_Observations.pdf	https://arxiv.org/abs/2603.01194	24129216	1078252	24129216	3598308	gs-600dpi-q100; 3.43MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/ReMoRa_Multimodal_Large_Language_Model_based_on_Refined_Motion_Representation_for_Long_Video_Understanding.pdf	https://arxiv.org/abs/2602.16412	23928479	657289	23928479	2572573	gs-600dpi-q100; 2.45MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/MatMart_Material_Reconstruction_of_3D_Objects_via_Diffusion.pdf	https://arxiv.org/abs/2511.18900	23872650	1186822	23872650	5105964	gs-600dpi-q100; 4.87MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/UniPart_Part_Level_3D_Generation_with_Unified_3D_Geom_Seg_Latents.pdf	https://arxiv.org/abs/2512.09435	23878873	1767464	23878873	6796633	gs-600dpi-q100; 6.48MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2024/VersatileMotion_A_Unified_Framework_for_Motion_Synthesis_and_Comprehension.pdf	https://arxiv.org/abs/2411.17335	23849465	1628833	23849465	4364069	gs-600dpi-q100; 4.16MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Spatia_Video_Generation_with_Updatable_Spatial_Memory.pdf	https://arxiv.org/abs/2512.15716	23834176	1791543	23834176	14840107	gs-600dpi-q100; 14.15MiB	ok
replaced	obsidian-vault/paperPDFs/NEURIPS_2024/StoryDiffusion.pdf	https://arxiv.org/abs/2405.01434	23832076	1498253	23832076	10154626	gs-600dpi-q100; 9.68MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/FlexAvatar_Flexible_Large_Reconstruction_Model_for_Animatable_Gaussian_Head_Avatars_with_Detailed_Deformation.pdf	https://arxiv.org/abs/2512.17717	23761213	2023794	23761213	11890381	gs-600dpi-q100; 11.34MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Unifying_Perception_and_Action_A_Hybrid_Modality_Pipeline_with_Implicit_Visual_Chain_of_Thought_for_Robotic_Action_Generation.pdf	https://arxiv.org/abs/2511.19859	23739239	1976741	23739239	15379132	gs-600dpi-q100; 14.67MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/PixelDiT_Pixel_Diffusion_Transformers_for_Image_Generation.pdf	https://arxiv.org/abs/2511.20645	23710147	1955608	23710147	6693584	gs-600dpi-q100; 6.38MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2026/Matrix-Game_3.0:_Real-Time_and_Streaming_Interactive_World_Model_with_Long-Horizon_Memory.pdf	https://arxiv.org/abs/2604.08995	23717745	1680444	23717745	9214066	gs-600dpi-q100; 8.79MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Physics_Based_Motion_Imitation_with_Adversarial_Differential_Discriminators.pdf	https://arxiv.org/abs/2505.04961	23544991	1190947	23544991	10583268	gs-600dpi-q100; 10.09MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/Image-Space_Collage_and_Packing_with_Differentiable_Rendering.pdf	http://arxiv.org/abs/2406.04008	23505208	1088846	23505208	3816442	gs-600dpi-q100; 3.64MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/ImageRAGTurbo_Towards_One_step_Text_to_Image_Generation_with_Retrieval_Augmented_Diffusion_Models.pdf	https://arxiv.org/abs/2602.12640	23502471	592224	23502471	2303845	gs-600dpi-q100; 2.20MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Any4D_Unified_Feed_Forward_Metric_4D_Reconstruction.pdf	https://arxiv.org/abs/2512.10935	23403239	846872	23403239	2373178	gs-600dpi-q100; 2.26MiB	ok
replaced	obsidian-vault/paperPDFs/EMNLP_2025/Reasoning_Paths_with_Reference_Objects_Elicit_Quantitative_Spatial_Reasoning_in_Large_Vision_Language_Models.pdf	https://arxiv.org/abs/2409.09788	23490976	476982	23490976	1257428	gs-600dpi-q100; 1.20MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/MAPS_Preserving_Vision_Language_Representations_via_Module_Wise_Proximity_Scheduling_for_Better_Vision_Language_Action_Generalization.pdf	https://arxiv.org/abs/2511.19878	23220068	1346059	23220068	3900012	gs-600dpi-q100; 3.72MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/Approximate_Convex_Decomposition_for_3D_Meshes_With_Collision_aware_Concavity_and_Tree_Search.pdf	https://arxiv.org/abs/2205.02961v1	23179566	1314842	23179566	4217890	gs-600dpi-q100; 4.02MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/BANG_Dividing_3D_Assets_via_Generative_Exploded_Dynamics.pdf	http://arxiv.org/abs/2507.21493	23154329	1399174	23154329	12888613	gs-600dpi-q100; 12.29MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SAM_3D_Body_Robust_Full_Body_Human_Mesh_Recovery.pdf	https://arxiv.org/abs/2602.15989	23124957	777084	23124957	4363365	gs-600dpi-q100; 4.16MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/REVIVE_3D_Refinement_via_Encoded_Voluminous_Inflated_prior_for_Volume_Enhancement.pdf	https://arxiv.org/abs/2604.27504	23264240	1384726	23264240	3631261	gs-600dpi-q100; 3.46MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/DARTS_Diffusion_Approximated_Residual_Time_Sampling_for_Time_of_flight_Rendering_in_Homogeneous_Scattering_Media.pdf	https://arxiv.org/pdf/2402.03106.pdf	23009839	879533	23009839	4318176	gs-600dpi-q100; 4.12MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/MindPower_Enabling_Theory_of_Mind_Reasoning_in_VLM_based_Embodied_Agents.pdf	https://arxiv.org/abs/2511.23055	23004365	2083903	23004365	9797039	gs-600dpi-q100; 9.34MiB	ok
replaced	obsidian-vault/paperPDFs/ICCV_2023/InterDiff:_Generating_3D_Human-Object_Interactions_with_Physics-Informed_Diffusion.pdf	https://arxiv.org/abs/2308.16905	22874331	1270020	22874331	19850786	lossless-qpdf; 18.93MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/COFS_COntrolable_Furniture_Layout_Synthesis.pdf	https://arxiv.org/abs/2205.14657	22897089	1041975	22897089	8113724	gs-600dpi-q100; 7.74MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2023/SceneDiffuser:_Diffusion-based_Generation,_Optimization,_and_Planning_in_3D_Scenes.pdf	https://arxiv.org/abs/2301.06015	22645998	1601749	22645998	8922243	gs-600dpi-q100; 8.51MiB	ok
