status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
replaced	obsidian-vault/paperPDFs/CVPR_2026/LATTICE_Democratize_High_Fidelity_3D_Generation_at_Scale.pdf	https://arxiv.org/abs/2512.03052	22724970	1528666	22724970	15345915	gs-600dpi-q100; 14.64MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SRPO_Self_Referential_Policy_Optimization_for_Vision_Language_Action_Models.pdf	https://arxiv.org/abs/2511.15605	22552443	1945509	22552443	7220235	gs-600dpi-q100; 6.89MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SeaCache_Spectral_Evolution_Aware_Cache_for_Accelerating_Diffusion_Models.pdf	https://arxiv.org/abs/2602.18993	22407180	1616030	22407180	6165338	gs-600dpi-q100; 5.88MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/PhysGen_Physically_Grounded_3D_Shape_Generation_for_Industrial_Design.pdf	https://arxiv.org/abs/2512.00422	22398036	1462231	22398036	3739460	gs-600dpi-q100; 3.57MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/UST_Hand_An_Uncertainty_aware_Spatiotemporal_Point_Cloud_Interaction_Network_for_3D_Self_supervised_Hand_Pose_Estimation.pdf	https://arxiv.org/abs/2605.17742	22379654	727843	22379654	6730078	gs-600dpi-q100; 6.42MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/3D_Space_as_a_Scratchpad_for_Editable_Text_to_Image_Generation.pdf	https://arxiv.org/abs/2601.14602	22230486	1185216	22230486	10410466	gs-600dpi-q100; 9.93MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2024/NoiseCLR_A_Contrastive_Learning_Approach_for_Unsupervised_Discovery_of_Interpretable_Directions_in_Diffusion_Models.pdf	https://arxiv.org/abs/2312.05390	22399771	1612300	22399771	19446186	gs-600dpi-q100; 18.55MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/ArtLLM_Generating_Articulated_Assets_via_3D_LLM.pdf	https://arxiv.org/abs/2603.01142	22089065	652732	22089065	2257710	gs-600dpi-q100; 2.15MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/3D_LATTE_Latent_Space_3D_Editing_from_Textual_Instructions.pdf	https://arxiv.org/abs/2509.00269	22171474	717732	22171474	2579374	gs-600dpi-q100; 2.46MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Catalyst4D_High_Fidelity_3D_to_4D_Scene_Editing_via_Dynamic_Propagation.pdf	https://arxiv.org/abs/2603.12766	22068474	997295	22068474	5012253	gs-600dpi-q100; 4.78MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Where_Culture_Fades_Revealing_the_Cultural_Gap_in_Text_to_Image_Generation.pdf	https://arxiv.org/abs/2511.17282	22021649	2005567	22021649	7898547	gs-600dpi-q100; 7.53MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Gaussian_See_Gaussian_Do_3D_Semantic_Motion_Transfer.pdf	https://arxiv.org/abs/2511.14848	21824630	1406955	21824630	4307380	gs-600dpi-q100; 4.11MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2024/MoDiPO:_text-to-motion_alignment_via_AI-feedback-driven_Direct_Preference_Optimization.pdf	https://arxiv.org/abs/2405.03803	21791884	422743	21791884	17587043	lossless-qpdf; 16.77MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/CLIP2StyleGAN_Unsupervised_Extraction_of_StyleGAN_Edit_Directions.pdf	https://arxiv.org/abs/2112.05219	21639266	1209828	21639266	15698544	gs-600dpi-q100; 14.97MiB	ok
