status	setting	original_bytes	new_bytes	original_pages	new_pages	path	detail
replaced	ebook	53821189	720916	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2023/Fluid_solid_Coupling_in_Kinetic_Two_phase_Flow_Simulation.pdf	qpdf ok
replaced	ebook	54593014	1349350	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2022/Procedural_Texturing_of_Solid_Wood_With_Knots.pdf	qpdf ok
replaced	ebook	55387464	1765080	17	17	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/StableNormal_Reducing_Diffusion_Variance_for_Stable_and_Sharp_Normal.pdf	qpdf ok
replaced	ebook	55225726	1086834	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2023/ClipFace_Text_guided_Editing_of_Textured_3D_Morphable_Models.pdf	qpdf ok
replaced	ebook	53812539	941777	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2025/Generative_Video_Matting.pdf	qpdf ok
replaced	ebook	53641891	1398214	15	15	obsidian-vault/paperPDFs/EUROVIS_2025/HyperFLINT_Hypernetwork_based_Flow_Estimation_and_Temporal_Interpolation_for_Scientific_Ensemble_Visualization.pdf	qpdf ok
replaced	ebook	53627528	1345079	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2022/Shape_Dithering_for_3D_Printing.pdf	qpdf ok
replaced	ebook	53548605	2145651	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/CAD2Sketch_Generating_Concept_Sketches_from_CAD_Sequences.pdf	qpdf ok
replaced	ebook	53532327	2275133	23	23	obsidian-vault/paperPDFs/SIGGRAPH_2022/Generalized_Resampled_Importance_Sampling_Foundations_of_ReSTIR.pdf	qpdf ok
replaced	ebook	53108824	734801	20	20	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/ElastoMonolith_A_Monolithic_Optimization_based_Liquid_Solver_for_Contact_Aware_Elastic_Solid_Coupling.pdf	qpdf ok
replaced	ebook	53473140	1057361	10	10	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Improving_Curl_Noise.pdf	qpdf ok
replaced	ebook	53747568	2764444	21	21	obsidian-vault/paperPDFs/ICLR_2026/Time_to_Move_Training_Free_Motion_Controlled_Video_Generation_via_Dual_Clock_Denoising.pdf	qpdf ok
replaced	ebook	53409802	891729	16	16	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Isotropic_ARAP_energy_using_Cauchy_Green_invariants.pdf	qpdf ok
replaced	ebook	52907443	820987	17	17	obsidian-vault/paperPDFs/TOG_2021/Neural_animation_layering_for_synthesizing_martial_arts_movements.pdf	qpdf ok
replaced	ebook	52948698	949966	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/A_Stack_Free_Parallel_h_Adaptation_Algorithm_for_Dynamically_Balanced_Trees_on_GPUs.pdf	qpdf ok
replaced	ebook	54208153	1930588	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2025/Noise_Coded_Illumination_for_Forensic_and_Photometric_Video_Analysis.pdf	qpdf ok
replaced	ebook	53741445	6434764	23	23	obsidian-vault/paperPDFs/TPAMI_2025/SMPLest_X_Ultimate_Scaling_for_Expressive_Human_Pose_and_Shape_Estimation.pdf	qpdf ok
replaced	ebook	52463680	933984	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Vertex_Features_for_Neural_Global_Illumination.pdf	qpdf ok
replaced	ebook	52329513	1863269	20	20	obsidian-vault/paperPDFs/CVPR_2026/Selfi_Self_improving_Reconstruction_Engine_via_3D_Geometric_Feature_Alignment.pdf	qpdf ok
replaced	ebook	52335891	819414	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2022/Local_Anatomically_Constrained_Facial_Performance_Retargeting.pdf	qpdf ok
replaced	ebook	52602473	1026688	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/AD_GS_Alternating_Densification_for_Sparse_Input_3D_Gaussian_Splatting.pdf	qpdf ok
replaced	ebook	52660425	2416562	27	27	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Medial_Skeletal_Diagram_A_Generalized_Medial_Axis_Approach_for_3D_Shape_Representation.pdf	qpdf ok
replaced	ebook	52176551	1754617	18	18	obsidian-vault/paperPDFs/SIGGRAPH_2024/Ray_Tracing_Harmonic_Functions.pdf	qpdf ok
replaced	ebook	52004924	1423813	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/CrossGen_Learning_and_Generating_Cross_Fields_for_Quad_Meshing.pdf	qpdf ok
replaced	ebook	51929261	1160093	13	13	obsidian-vault/paperPDFs/SIGGRAPH_2025/Streaming_Aware_Neural_Monte_Carlo_Rendering_Framework_with_Unified_Denoising_Compression_and_Client_Collaboration.pdf	qpdf ok
replaced	ebook	51989328	1335225	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2024/A_Vortex_Particle_on_mesh_Method_for_Soap_Film_Simulation.pdf	qpdf ok
replaced	ebook	52848798	1268830	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/HRM_2Avatar_High_Fidelity_Real_Time_Mobile_Avatars_from_Monocular_Phone_Scans.pdf	qpdf ok
replaced	ebook	51753534	1018873	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2023/Materialistic_Selecting_Similar_Materials_in_Images.pdf	qpdf ok
replaced	ebook	52174981	1307273	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Generating_360_Video_is_What_You_Need_For_a_3D_Scene.pdf	qpdf ok
replaced	ebook	52762627	1247398	15	15	obsidian-vault/paperPDFs/CVPR_2025/MotiF_Making_Text_Count_in_Image_Animation_with_Motion_Focal_Loss.pdf	qpdf ok
replaced	ebook	51696058	709867	16	16	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Fast_Galerkin_Multigrid_Method_for_Unstructured_Meshes.pdf	qpdf ok
replaced	ebook	51596071	2674051	26	26	obsidian-vault/paperPDFs/SIGGRAPH_2022/SofGAN_A_Portrait_Image_Generator_With_Dynamic_Styling.pdf	qpdf ok
replaced	ebook	51459418	1741466	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2023/Neural_Parametric_Mixtures_for_Path_Guiding.pdf	qpdf ok
replaced	ebook	51427615	1278599	17	17	obsidian-vault/paperPDFs/SIGGRAPH_2024/Adaptive_Grid_Generation_for_Discretizing_Implicit_Complexes.pdf	qpdf ok
replaced	ebook	51730599	5022030	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2023/Spectral_Coarsening_With_Hodge_Laplacians.pdf	qpdf ok
replaced	ebook	51384136	1024435	17	17	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Chapper_Carvable_Hull_and_Pack_for_Subtractive_Manufacturing.pdf	qpdf ok
replaced	ebook	51366199	686497	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2023/Juxtaform_Interactive_Visual_Summarization_for_Exploratory_Shape_Design.pdf	qpdf ok
replaced	ebook	51252525	1518059	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Appearance_Modeling_of_Iridescent_Feathers_with_Diverse_Nanostructures.pdf	qpdf ok
replaced	ebook	51001231	926683	9	9	obsidian-vault/paperPDFs/SIGGRAPH_2023/Differentiable_Heightfield_Path_Tracing_With_Accelerated_Discontinuities.pdf	qpdf ok
replaced	ebook	51028997	1370241	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2025/In_Search_of_Empty_Spheres_3D_Apollonius_Diagrams_on_GPU.pdf	qpdf ok
replaced	ebook	56766268	3696299	17	17	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Gaussian_Surfel_Splatting_for_Live_Human_Performance_Capture.pdf	qpdf ok
replaced	ebook	51279451	1154966	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2024/Lagrangian_Covector_Fluid_With_Free_Surface.pdf	qpdf ok
replaced	ebook	51747289	5770228	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/Streetscapes_Large_scale_Consistent_Street_View_Generation_Using_Autoregressive_Video_Diffusion.pdf	qpdf ok
replaced	ebook	50952424	2211649	17	17	obsidian-vault/paperPDFs/CVPR_2026/Scaling_View_Synthesis_Transformers.pdf	qpdf ok
replaced	ebook	50886430	9400801	10	10	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Perceptual_error_optimization_for_Monte_Carlo_animation_rendering.pdf	qpdf ok
replaced	ebook	55074460	6329264	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Surface_Aware_Distilled_3D_Semantic_Features.pdf	qpdf ok
kept	none	72353355	0	17		obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Rapid_Face_Asset_Acquisition_with_Recurrent_Feature_Alignment.pdf	timeout after 300s
replaced	ebook	50832495	1993120	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2024/ConceptLab_Creative_Concept_Generation_using_VLM_Guided_Diffusion_Prior_Constraints.pdf	qpdf ok
replaced	ebook	51280129	1464257	22	22	obsidian-vault/paperPDFs/SIGGRAPH_2026/Composing_People_Together_Iterative_Pose_Image_Generation_for_Multi_Person_Interaction_Scenes.pdf	qpdf ok
replaced	ebook	53376025	3468042	28	28	obsidian-vault/paperPDFs/SIGGRAPH_2026/Colorful_Noise_Training_Free_Low_Frequency_Noise_Manipulation_for_Color_Based_Conditional_Image_Generation.pdf	qpdf ok
replaced	ebook	50816708	1157170	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2025/InstanceGen_Image_Generation_with_Instance-level_Instructions.pdf	qpdf ok
replaced	ebook	50748531	1080675	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Dynamic_Skeletonization_via_Variational_Medial_Axis_Sampling.pdf	qpdf ok
replaced	ebook	50591145	632268	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Gradient_Weighted_Feature_Back_Projection_A_Fast_Alternative_to_Feature_Distillation_in_3D_Gaussian_Splatting.pdf	qpdf ok
replaced	ebook	53682411	1922270	17	17	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/B4M_Breaking_Low_Rank_Adapter_for_Making_Content_Style_Customization.pdf	qpdf ok
replaced	ebook	50417138	2259038	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2026/VideoNeuMat_Neural_Material_Extraction_from_Generative_Video_Models.pdf	qpdf ok
replaced	ebook	50358332	1612462	22	22	obsidian-vault/paperPDFs/ICLR_2026/Distractor_free_Generalizable_3D_Gaussian_Splatting_d5b1fa086266.pdf	qpdf ok
replaced	ebook	50417138	2259038	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2025/Generative_Neural_Materials.pdf	qpdf ok
replaced	ebook	51001082	1475479	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_Photo_Finishing.pdf	qpdf ok
replaced	ebook	50240669	1524057	21	21	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GarVerseLOD_High_Fidelity_3D_Garment_Reconstruction_from_a_Single_In_the_Wild_Image_using_a_Dataset_with_Levels_of_Details.pdf	qpdf ok
replaced	ebook	50222938	1184622	14	14	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/UVDoc_Neural_Grid_based_Document_Unwarping.pdf	qpdf ok
replaced	ebook	50143119	199483	2	2	obsidian-vault/paperPDFs/SIGGRAPH_2022/Accurate_Diffuse_Lighting_From_Spherical_Gaussian_Lights.pdf	qpdf ok
replaced	ebook	50246105	3406523	18	18	obsidian-vault/paperPDFs/SIGGRAPH_2024/4D_Rotor_Gaussian_Splatting_Towards_Efficient_Novel_View_Synthesis_for_Dynamic_Scenes.pdf	qpdf ok
replaced	screen	68484676	3622331	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Computational_Modeling_and_Design_of_Capacitive_Stretch_Sensors.pdf	qpdf ok
replaced	ebook	50135986	1944744	10	10	obsidian-vault/paperPDFs/CVPR_2026/Endless_World_Real_Time_3D_Aware_Long_Video_Generation.pdf	qpdf ok
replaced	ebook	50177462	1284940	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Position_Based_Surface_Tension_Flow.pdf	qpdf ok
replaced	ebook	51462674	994931	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2024/Theory_of_Human_Tetrachromatic_Color_Experience_and_Printing.pdf	qpdf ok
replaced	ebook	52106120	1392721	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2025/Stroke_Transfer_for_Participating_Media.pdf	qpdf ok
replaced	ebook	50117942	2257378	25	25	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Occupancy_Based_Dual_Contouring.pdf	qpdf ok
replaced	ebook	50001464	1706254	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2025/Nested_Attention_Semantic_aware_Attention_Values_for_Concept_Personalization.pdf	qpdf ok
replaced	ebook	50000265	2157557	18	18	obsidian-vault/paperPDFs/SIGGRAPH_2025/The_Mokume_Dataset_and_Inverse_Modeling_of_Solid_Wood_Textures.pdf	qpdf ok
replaced	ebook	50506565	3286085	35	35	obsidian-vault/paperPDFs/ICLR_2026/PhyWorldBench_A_Comprehensive_Evaluation_of_Physical_Realism_in_Text_to_Video_Models.pdf	qpdf ok
replaced	ebook	49973108	1928958	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2025/Correct_your_balance_heuristic_Optimizing_balance_style_multiple_importance_sampling_weights.pdf	qpdf ok
replaced	ebook	49911015	1204562	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2026/Mat_rn_Noise_for_Triangulation_Agnostic_Flow_Matching_on_Meshes.pdf	qpdf ok
replaced	ebook	49887990	1858300	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2022/Moving_Level_of_detail_Surfaces.pdf	qpdf ok
replaced	ebook	49848038	1312847	20	20	obsidian-vault/paperPDFs/ICLR_2026/SimULi_Real_Time_LiDAR_and_Camera_Simulation_with_Unscented_Transforms.pdf	qpdf ok
replaced	ebook	49823187	665436	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/DiLightNet_Fine_grained_Lighting_Control_for_Diffusion_based_Image_Generation.pdf	qpdf ok
replaced	ebook	49767347	989505	15	15	obsidian-vault/paperPDFs/CVPR_2026/MeshMosaic_Scaling_Artist_Mesh_Generation_via_Local_to_Global_Assembly.pdf	qpdf ok
replaced	ebook	49858486	1573204	20	20	obsidian-vault/paperPDFs/SIGGRAPH_2023/Robust_Low_poly_Meshing_for_General_3D_Models.pdf	qpdf ok
replaced	ebook	49747960	739923	14	14	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Glare_Pattern_Depiction_High_Fidelity_Physical_Computation_and_Physiologically_Inspired_Visual_Response.pdf	qpdf ok
replaced	ebook	50949703	1563784	31	31	obsidian-vault/paperPDFs/ICLR_2026/Dens3R_A_Foundation_Model_for_3D_Geometry_Prediction.pdf	qpdf ok
replaced	ebook	49660441	604692	15	15	obsidian-vault/paperPDFs/CVPR_2026/RetimeGS_Continuous_Time_Reconstruction_of_4D_Gaussian_Splatting.pdf	qpdf ok
replaced	ebook	50738339	2391279	30	30	obsidian-vault/paperPDFs/ICLR_2026/Trace_Anything_Representing_Any_Video_in_4D_via_Trajectory_Fields_c3173ca21ca2.pdf	qpdf ok
replaced	ebook	50875689	3360283	22	22	obsidian-vault/paperPDFs/CVPR_2026/Do_You_See_What_I_Am_Pointing_At_Gesture_Based_Egocentric_Video_Question_Answering.pdf	qpdf ok
replaced	ebook	49897856	1199623	18	18	obsidian-vault/paperPDFs/ICLR_2026/RefAny3D_3D_Asset_Referenced_Diffusion_Models_for_Image_Generation_af40724eea65.pdf	qpdf ok
replaced	ebook	49667845	1180062	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2026/Pixal3D_Pixel_Aligned_3D_Generation_from_Images.pdf	qpdf ok
replaced	ebook	49454725	1003803	18	18	obsidian-vault/paperPDFs/CVPR_2026/GaussianPile_A_Unified_Sparse_Gaussian_Splatting_Framework_for_Slice_based_Volumetric_Reconstruction.pdf	qpdf ok
replaced	ebook	49504133	3621944	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Navigating_with_Annealing_Guidance_Scale_in_Diffusion_Space.pdf	qpdf ok
replaced	ebook	49332166	1117921	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2026/HairLRM_Strand_based_Hair_Modeling_via_Large_Reconstruction_Models.pdf	qpdf ok
replaced	ebook	49331243	1817255	17	17	obsidian-vault/paperPDFs/SIGGRAPH_2022/An_Inverse_Procedural_Modeling_Pipeline_for_SVBRDF_Maps.pdf	qpdf ok
replaced	ebook	50191172	2817789	28	28	obsidian-vault/paperPDFs/arxiv_2026/EVA01:_Unified_Native_3D_Understanding_and_Generation_via_Mixture-of-Transformers.pdf	qpdf ok
replaced	ebook	49517488	4029511	26	26	obsidian-vault/paperPDFs/CVPR_2026/Taming_Video_Models_for_3D_and_4D_Generation_via_Zero_Shot_Camera_Control.pdf	qpdf ok
replaced	ebook	49733401	2086204	14	14	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Synchronize_Dual_Hands_for_Physics_Based_Dexterous_Guitar_Playing.pdf	qpdf ok
replaced	ebook	49491732	1290670	14	14	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/A_Progressive_Embedding_Approach_to_Bijective_Tetrahedral_Maps_driven_by_Cluster_Mesh_Topology.pdf	qpdf ok
replaced	ebook	49292730	1404377	18	18	obsidian-vault/paperPDFs/CVPR_2026/Delta_Rectified_Flow_Sampling_for_Text_to_Image_Editing.pdf	qpdf ok
replaced	ebook	49254773	1481673	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Efficient_Image_Space_Shape_Splatting_for_Monte_Carlo_Rendering.pdf	qpdf ok
replaced	ebook	50875329	1650444	30	30	obsidian-vault/paperPDFs/ICLR_2026/A_Rich_Knowledge_Space_for_Scalable_Deepfake_Detection.pdf	qpdf ok
replaced	ebook	49273462	1158549	27	27	obsidian-vault/paperPDFs/ECCV_2024/InterFusion_Text_Driven_Generation_of_3D_Human_Object_Interaction.pdf	qpdf ok
replaced	ebook	49244890	1664611	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/Target_aware_Image_Denoising_for_Inverse_Monte_Carlo_Rendering.pdf	qpdf ok
replaced	ebook	49152734	2776530	13	13	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Disentangled_Image_Colorization_via_Global_Anchors.pdf	qpdf ok
replaced	ebook	49623972	5586386	25	25	obsidian-vault/paperPDFs/SIGGRAPH_2025/CLR-Wire_Towards_Continuous_Latent_Representations_for_3D_Curve_Wireframe_Generation.pdf	qpdf ok
replaced	ebook	48969440	1562987	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Neural_Visibility_of_Point_Sets.pdf	qpdf ok
replaced	ebook	50717634	2174659	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/GS_RoadPatching_Inpainting_Gaussians_via_3D_Searching_and_Placing_for_Driving_Scenes.pdf	qpdf ok
replaced	ebook	48958739	1560889	36	36	obsidian-vault/paperPDFs/arxiv_2026/Neural_Harmonic_Textures_for_High_Quality_Primitive_Based_Neural_Reconstruction.pdf	qpdf ok
replaced	ebook	49018049	3555453	39	39	obsidian-vault/paperPDFs/ICLR_2026/Sharp_Monocular_View_Synthesis_in_Less_Than_a_Second_9ff8519e0fec.pdf	qpdf ok
replaced	ebook	49310865	3063252	28	28	obsidian-vault/paperPDFs/CVPR_2026/FreqEdit_Preserving_High_Frequency_Features_for_Robust_Multi_Turn_Image_Editing.pdf	qpdf ok
replaced	ebook	48763368	730390	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2024/Multi_material_Mesh_based_Surface_Tracking_With_Implicit_Topology_Changes.pdf	qpdf ok
replaced	ebook	48745787	527582	8	8	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/AgileAvatar_Stylized_3D_Avatar_Creation_via_Cascaded_Domain_Bridging.pdf	qpdf ok
kept	none	58777307	0	18		obsidian-vault/paperPDFs/SIGGRAPH_2022/Dev2PQ_Planar_Quadrilateral_Strip_Remeshing_of_Developable_Surfaces.pdf	timeout after 300s
replaced	ebook	48805692	1136347	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2022/Facial_Hair_Tracking_for_High_Fidelity_Performance_Capture.pdf	qpdf ok
replaced	ebook	50610283	2321814	26	26	obsidian-vault/paperPDFs/CVPR_2026/Emergent_Outlier_View_Rejection_in_Visual_Geometry_Grounded_Transformers.pdf	qpdf ok
replaced	ebook	48564821	1170134	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/ComposeMe_Attribute_Specific_Image_Prompts_for_Controllable_Human_Image_Generation.pdf	qpdf ok
replaced	ebook	48770058	4852140	13	13	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/DiffTex_Differentiable_Texturing_for_Architectural_Proxy_Models.pdf	qpdf ok
replaced	ebook	48895016	920495	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2025/A_Deep_Learning_based_Virtual_Oculoplastic_Surgery_Simulator.pdf	qpdf ok
replaced	ebook	48631494	1766264	26	26	obsidian-vault/paperPDFs/CVPR_2026/NanoSD_Edge_Efficient_Foundation_Model_for_Real_Time_Image_Restoration.pdf	qpdf ok
replaced	ebook	48602712	1560675	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2025/MonetGPT_Solving_Puzzles_Enhances_MLLMs_Image_Retouching_Skills.pdf	qpdf ok
replaced	ebook	49206372	1432527	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Production_Ready_Face_Re_Aging_for_Visual_Effects.pdf	qpdf ok
replaced	ebook	48560559	4792761	29	29	obsidian-vault/paperPDFs/SIGGRAPH_2022/Time_multiplexed_Neural_Holography_A_Flexible_Framework_for_Holographic_Near_eye_Displays_With_Fast_Heavily_Quantized_Spatial_Light_Modulators.pdf	qpdf ok
replaced	ebook	48382099	1500350	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2026/PureSample_Neural_Materials_Learned_by_Sampling_Microgeometry.pdf	qpdf ok
replaced	ebook	48358610	1472020	16	16	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Variational_Barycentric_Coordinates.pdf	qpdf ok
replaced	ebook	48454899	1135966	25	25	obsidian-vault/paperPDFs/ICLR_2026/Depth_Anything_3_Recovering_the_Visual_Space_from_Any_Views.pdf	qpdf ok
replaced	ebook	48946012	2522893	18	18	obsidian-vault/paperPDFs/SIGGRAPH_2026/M_ABD_Scalable_Efficient_and_Robust_Multi_Affine_Body_Dynamics.pdf	qpdf ok
replaced	ebook	48231806	1738834	21	21	obsidian-vault/paperPDFs/CVPR_2026/EasyV2V_A_High_quality_Instruction_based_Video_Editing_Framework.pdf	qpdf ok
replaced	ebook	48237125	1006718	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/Fluid_Control_With_Laplacian_Eigenfunctions.pdf	qpdf ok
replaced	ebook	48213094	568148	10	10	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Efficient_Neural_Style_Transfer_for_Volumetric_Simulations.pdf	qpdf ok
replaced	ebook	48305871	1449364	32	32	obsidian-vault/paperPDFs/ICLR_2026/On_the_Wasserstein_Geodesic_Principal_Component_Analysis_of_probability_measures.pdf	qpdf ok
kept	none	50045189	0	13		obsidian-vault/paperPDFs/SIGGRAPH_2025/Linear_Time_Transport_with_Rectified_Flows.pdf	size=34351454; pages=13; qpdf=True; checking obsidian-vault/paperPDFs/SIGGRAPH_2025/Linear_Time_Transport_with_Rectified_Flows.pdf.tmp-screen.1148798.pdf PDF Version: 1.4 File is not encrypted File is not linearized No syntax or stream encoding errors found; the file may still contain errors that qpdf cannot detect 
replaced	ebook	48560803	4524373	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Harmonic_caching_for_walk_on_spheres.pdf	qpdf ok
replaced	ebook	48174592	1613670	19	19	obsidian-vault/paperPDFs/SIGGRAPH_2022/Face_Deblurring_Using_Dual_Camera_Fusion_on_Mobile_Phones.pdf	qpdf ok
replaced	ebook	48172139	1227343	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2023/VideoDoodles_Hand_drawn_Animations_on_Videos_With_Scene_aware_Canvases.pdf	qpdf ok
replaced	ebook	48079762	7554551	19	19	obsidian-vault/paperPDFs/SIGGRAPH_2025/RNA_Relightable_Neural_Assets.pdf	qpdf ok
replaced	ebook	48356685	3479585	22	22	obsidian-vault/paperPDFs/SIGGRAPH_2026/MotionBricks_Scalable_Real_Time_Motions_with_Modular_Latent_Generative_Model_and_Smart_Primitives.pdf	qpdf ok
replaced	ebook	48008181	1802168	10	10	obsidian-vault/paperPDFs/CVPR_2026/Layered_4D_Rotor_Gaussian_Splatting_A_Compressed_Representation_for_Long_Dynamic_Scenes.pdf	qpdf ok
replaced	ebook	48173019	3226703	10	10	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Sample_Space_Partitioning_and_Spatiotemporal_Resampling_for_Specular_Manifold_Sampling.pdf	qpdf ok
replaced	ebook	48004208	336428	2	2	obsidian-vault/paperPDFs/SIGGRAPH_2022/Interactive_Editing_of_Monocular_Depth.pdf	qpdf ok
replaced	ebook	47846669	799855	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2026/Toward_Richer_Material_Generation_via_Procedural_Data_Enhancement.pdf	qpdf ok
replaced	ebook	48392443	1788778	23	23	obsidian-vault/paperPDFs/ICLR_2026/FlashWorld_High_quality_3D_Scene_Generation_within_Seconds.pdf	qpdf ok
replaced	ebook	47910069	1397586	20	20	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Simulation_of_Hand_Anatomy_Using_Medical_Imaging.pdf	qpdf ok
replaced	ebook	47821237	951328	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Shadow_Harmonization_for_Realistic_Compositing.pdf	qpdf ok
replaced	ebook	48343613	1308951	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2025/Polynomial_2D_Biharmonic_Coordinates_for_High_order_Cages.pdf	qpdf ok
kept	none	54868308	0	16		obsidian-vault/paperPDFs/SIGGRAPH_2022/Piecewise_smooth_Surface_Fitting_Onto_Unstructured_3D_Sketches.pdf	timeout after 300s
replaced	ebook	47805016	1230736	19	19	obsidian-vault/paperPDFs/CVPR_2026/Just_in_Time_Training_Free_Spatial_Acceleration_for_Diffusion_Transformers.pdf	qpdf ok
replaced	ebook	47597995	905933	12	12	obsidian-vault/paperPDFs/CVPR_2026/NavForesee_A_Unified_Vision_Language_World_Model_for_Hierarchical_Planning_and_Dual_Horizon_Navigation_Prediction.pdf	qpdf ok
replaced	ebook	47557855	1412870	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Rectifying_Strip_Patterns.pdf	qpdf ok
replaced	ebook	48540669	4761662	25	25	obsidian-vault/paperPDFs/CVPR_2026/SparseCam4D_Spatio_Temporally_Consistent_4D_Reconstruction_from_Sparse_Cameras.pdf	qpdf ok
replaced	ebook	47310489	1046369	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/SPARK_Self_supervised_Personalized_Real_time_Monocular_Face_Capture.pdf	qpdf ok
replaced	ebook	47421099	1121790	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Temporally_Smooth_Mesh_Extraction_for_Procedural_Scenes_with_Long_Range_Camera_Trajectories_using_Spacetime_Octrees.pdf	qpdf ok
replaced	ebook	48049985	1853931	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2025/Cobra_Efficient_Line_Art_COlorization_with_BRoAder_References.pdf	qpdf ok
