source_index,title,publication,paper,project,code,dataset,model,demo,resource_type,appended
1,FreeForm: Reduced-Order Deformable Simulation from Particle-Based Skinning Eigenmodes,CVPR 2026,https://research.nvidia.com/labs/sil/projects/freeform/assets/main.pdf,https://research.nvidia.com/labs/sil/projects/freeform/,https://github.com/NVIDIAGameWorks/kaolin,,,,paper,yes
2,Test-Time Training with KV Binding Is Secretly Linear Attention,ICML 2026,https://arxiv.org/abs/2602.21204,https://research.nvidia.com/labs/sil/projects/tttla/,https://github.com/nv-tlabs/tttla,,,,paper,yes
3,Realiz3D: 3D Generation Made Photorealistic via Domain-Aware Learning,CVPR 2026,https://arxiv.org/abs/2605.13852,https://idosobol.github.io/realiz3d/,,,,,paper,yes
4,InstructMix2Mix: Consistent Sparse-View Editing Through Multi-View Model Personalization,CVPR 2026,https://arxiv.org/abs/2511.14899,https://danielgilo.github.io/instruct-mix2mix/,https://github.com/DanielGilo/instruct-mix2mix/tree/main,,,,paper,yes
5,Prox-E: Fine-Grained 3D Shape Editing via Primitive-Based Abstractions,SIGGRAPH 2026,https://arxiv.org/abs/2604.23774,https://etaisella.github.io/Prox-E/,https://github.com/etaisella/Prox-E,,,,paper,yes
6,VoMP: Predicting Volumetric Mechanical Property Fields,ICLR 2026,https://arxiv.org/abs/2510.22975,https://research.nvidia.com/labs/sil/projects/vomp/,https://github.com/nv-tlabs/VoMP,,,https://huggingface.co/spaces/nvidia/PhysicalAI-Robotics-VoMP-Demo,paper,yes
7,ArtisanGS: Interactive Tools for Gaussian Splat Selection with AI and Human in the Loop,arXiv 2026,https://arxiv.org/abs/2602.10173,https://research.nvidia.com/labs/sil/projects/ArtisanGS/,,,,,paper,yes
8,ArtiFixer: Enhancing and Extending 3D Reconstruction with Auto-Regressive Diffusion Models,SIGGRAPH 2026,https://arxiv.org/abs/2603.00492,https://research.nvidia.com/labs/sil/projects/artifixer/,,,,,paper,yes
9,NCore: An Open-Source Multi-Sensor Data Platform for Neural 3D Reconstruction and Physical AI,Open-Source Library 2026,,https://research.nvidia.com/labs/sil/projects/ncore/,https://github.com/NVIDIA/ncore,https://huggingface.co/datasets/nvidia/PhysicalAI-Autonomous-Vehicles-NCore,,,dataset,yes
10,DiffusionHarmonizer: Bridging Neural Reconstruction and Photorealistic Simulation with Online Diffusion Enhancer,CVPR 2026,https://arxiv.org/abs/2602.24096,https://research.nvidia.com/labs/sil/projects/diffusion-harmonizer/,,,,,paper,yes
11,Asset Harvester: Extracting 3D Assets from Autonomous Driving Logs for Simulation,arXiv 2026,https://arxiv.org/abs/2604.18468,https://research.nvidia.com/labs/sil/projects/asset-harvester/,https://github.com/NVIDIA/asset-harvester,https://huggingface.co/datasets/nvidia/NuRec-AV-Object-Benchmark,https://huggingface.co/nvidia/asset-harvester,,paper,yes
12,Kimodo: Scaling Controllable Human Motion Generation,Whitepaper 2026,https://arxiv.org/abs/2603.15546,https://research.nvidia.com/labs/sil/projects/kimodo/,https://github.com/nv-tlabs/kimodo,,https://huggingface.co/nvidia/Kimodo-SOMA-RP-v1,https://huggingface.co/spaces/nvidia/Kimodo,whitepaper,yes
13,Neural Harmonic Textures for High-Quality Primitive Based Neural Reconstruction,arXiv 2026,https://arxiv.org/abs/2604.01204,https://research.nvidia.com/labs/sil/projects/neural-harmonic-textures/,https://github.com/nv-tlabs/neural-harmonic-textures,,,,paper,yes
14,Learning Convex Decomposition via Feature Fields,CVPR 2026,https://arxiv.org/abs/2603.09285,https://research.nvidia.com/labs/sil/projects/learning-convex-decomp/,,,,,paper,yes
15,Text-Driven 3D Hand Motion Generation from Sign Language Data,CVPR 2026,https://arxiv.org/abs/2508.15902,https://imagine.enpc.fr/~leore.bensabath/HandMDM/,,,,,paper,yes
16,VGG-T3: Offline Feed-Forward 3D Reconstruction at Scale,CVPR 2026,https://arxiv.org/abs/2602.23361,https://research.nvidia.com/labs/dvl/projects/vgg-ttt/,,,,,paper,yes
17,Depth Completion as Parameter-Efficient Test-Time Adaptation,arXiv 2026,https://arxiv.org/abs/2602.14751,https://research.nvidia.com/labs/dvl/projects/capa/,,,,,paper,yes
18,PPISP: Physically-Plausible Compensation and Control of Photometric Variations in Radiance Field Reconstruction,arXiv 2026,https://arxiv.org/abs/2601.18336,https://research.nvidia.com/labs/sil/projects/ppisp/,https://github.com/nv-tlabs/ppisp,,,,paper,yes
19,GHOST: Getting to the Bottom of Hallucinations with A Multi-round Consistency Benchmark,WACV 2026,,https://vibashan.github.io/ghost-web/,https://github.com/vibashan/GHOST,,,,library,yes
20,Variance Reduction for Expectations with Diffusion Teachers,ICML 2026,https://arxiv.org/abs/2605.21489,https://research.nvidia.com/labs/sil/projects/CARV/,,,,,paper,yes
21,Motion Attribution for Video Generation,ICML 2026,https://arxiv.org/abs/2601.08828,https://research.nvidia.com/labs/sil/projects/MOTIVE/,,,,,paper,yes
22,RadarGen: Automotive Radar Point Cloud Generation from Cameras,arXiv 2025,https://arxiv.org/abs/2512.17897,https://radargen.github.io/,https://github.com/tomerborreda/RadarGen,,,,paper,yes
23,SpaceControl: Introducing Test-Time Spatial Control to 3D Generative Modeling,ICLR 2026,https://arxiv.org/abs/2512.05343,https://spacecontrol3d.github.io/,https://github.com/spacecontrol3d/spacecontrol,,,,paper,yes
24,Robust Derivative Estimation with Walk on Stars,SIGGRAPH Asia 2025,https://projects.shuangz.com/grad-wost-sa25/grad-wost-sa25.pdf,https://projects.shuangz.com/grad-wost-sa25/,https://github.com/zihay/dwost,,,,paper,yes
25,Harmonic caching for walk on spheres,SIGGRAPH Asia 2025,https://cs.dartmouth.edu/~wjarosz/publications/zhou25harmonic.pdf,https://cs.dartmouth.edu/~wjarosz/publications/zhou25harmonic.html,,,,,paper,yes
26,Isaac Lab: A GPU-Accelerated Simulation Framework for Multi-Modal Robot Learning,Whitepaper 2025,https://arxiv.org/abs/2511.04831,https://isaac-sim.github.io/IsaacLab/main/index.html,https://github.com/isaac-sim/IsaacLab,,,,whitepaper,yes
27,Neural Fields in Visual Computing and Beyond,EUROGRAPHICS 2022,https://arxiv.org/abs/2111.11426,https://neuralfields.cs.brown.edu/,,,,,paper,yes
28,Trajeglish: Traffic Modeling as Next-Token Prediction,ICLR 2024,https://arxiv.org/abs/2312.04535,https://research.nvidia.com/labs/toronto-ai/trajeglish/,,,,,paper,yes
29,Advancing Weight and Channel Sparsification with Enhanced Saliency,WACV 2025,https://arxiv.org/abs/2502.03658,,,,,,paper,yes
30,Hardware-Aware Latency Pruning for Real-Time 3D Object Detection,IEEE IV 2023,https://ieeexplore.ieee.org/document/10186732,,,,,,paper,yes
31,Enhancing Autonomous Driving Safety with Collision Scenario Integration,IROS 2025,https://arxiv.org/abs/2503.03957,https://nvlabs.github.io/SafeHydra/,,,,,paper,yes
32,DriveSuprim: Towards Precise Trajectory Selection for End-to-End Planning,AAAI 2026,https://arxiv.org/abs/2506.06659,,https://github.com/William-Yao-2000/DriveSuprim,,,,paper,yes
33,ZTRS: Zero-Imitation End-to-end Autonomous Driving with Trajectory Scoring,arXiv 2025,https://arxiv.org/abs/2510.24108,,https://github.com/woxihuanjiangguo/ZTRS,,,,paper,yes
34,"DriveCritic: Towards Context-Aware, Human-Aligned Evaluation for Autonomous Driving with Vision-Language Models",ICRA 2026,https://arxiv.org/abs/2510.13108,,,,,,paper,yes
35,Time-to-Move: Training-Free Motion Controlled Video Generation via Dual-Clock Denoising,ICLR 2026,https://arxiv.org/abs/2511.08633,https://time-to-move.github.io/,https://github.com/time-to-move/TTM,,,,paper,yes
36,From Cluster to Desktop: A Cache-Accelerated INR framework for Interactive Visualization of Tera-Scale Data,EGPGV 2025,https://arxiv.org/abs/2504.18001,https://wilsoncernwq.github.io/publications/egpgv2025-cinr,https://github.com/VIDILabs/cINR,,,,paper,yes
37,HyperFLINT: Hypernetwork-based Flow Estimation and Temporal Interpolation for Scientific Ensemble Visualization,EuroVis 2025,https://arxiv.org/abs/2412.04095,https://wilsoncernwq.github.io/publications/eurovis2025-hyperflint,,,,,paper,yes
38,Real-Time Radiance Caching for Volume Path Tracing using 3D Gaussian Splatting,IEEE VIS 2025,https://arxiv.org/abs/2507.19718,https://dbauer15.github.io/papers/gscache/,https://github.com/DBauer15/gscache,,,,paper,yes
39,Sem-MASt3R: Semantically Guided Feature Matching with MASt3R,ICCV Workshop 2025,https://openaccess.thecvf.com/content/ICCV2025W/CALIPOSE/html/Tenore_Sem-MASt3R_Semantically_Guided_Feature_Matching_with_MASt3R_ICCVW_2025_paper.html,,https://github.com/DTenore/semmast3r,,,,paper,yes
40,Physical AI Dataset,Dataset 2025,,,,https://huggingface.co/datasets/nvidia/PhysicalAI-Autonomous-Vehicles,,,dataset,yes
41,Appreciate the View: A Task-Aware Evaluation Framework for Novel View Synthesis,3DV 2026,https://arxiv.org/abs/2511.12675,https://saarst.github.io/appreciate-the-view-website/,,,,,paper,yes
42,fVDB-Reality-Capture,Pytorch Library,,https://fvdb.ai/reality-capture/,https://github.com/openvdb/fvdb-reality-capture,,,,library,yes
43,Trading Spaces: Adaptive Subspace Time Integration for Contacting Elastodynamics,TOG 2024,https://dl.acm.org/doi/10.1145/3687946,https://www.dgp.toronto.edu/projects/trading-spaces/,,,,,paper,yes
44,RefFusion: Reference Adapted Diffusion Models for 3D Scene Inpainting,arXiv 2024,https://arxiv.org/abs/2404.10765,https://reffusion.github.io/,,,,,paper,yes
45,Generative Motion Infilling From Imprecisely Timed Keyframes,Eurographics 2025,https://arxiv.org/abs/2503.01016,https://purvigoel.github.io/imprecise-timing/,,,,,paper,yes
46,COIN: Control-Inpainting Diffusion Prior for Human and Camera Motion Estimation,ECCV 2024,https://arxiv.org/abs/2408.16426,https://nvlabs.github.io/COIN/,,,,,paper,yes
47,GENMO: A GENeralist Model for Human MOtion,ICCV 2025,https://arxiv.org/abs/2505.01425,https://research.nvidia.com/labs/dair/genmo/,https://github.com/NVlabs/GENMO,,,,paper,yes
48,Interactive Character Control with Auto-Regressive Motion Diffusion Models,SIGGRAPH 2024,https://arxiv.org/abs/2306.00416,https://yi-shi94.github.io/amdm_page/,https://github.com/Yi-Shi94/AMDM,,,,paper,yes
49,Learning Smooth Humanoid Locomotion through Lipschitz-Constrained Policies,IROS 2025,https://arxiv.org/abs/2410.11825,https://lipschitz-constrained-policy.github.io/,https://github.com/zixuan417/smooth-humanoid-locomotion,,,,paper,yes
50,Physics-Based Motion Imitation with Adversarial Differential Discriminators,SIGGRAPH Asia 2025,https://arxiv.org/abs/2505.04961,https://add-moo.github.io/,https://github.com/xbpeng/MimicKit,,,,paper,yes
51,StableMotion: Training Motion Cleanup Models with Unpaired Corrupted Data,SIGGRAPH Asia 2025,https://arxiv.org/abs/2505.03154,https://yxmu.foo/stablemotion-page/,https://github.com/Murrol/StableMotion,,,,paper,yes
52,PARC: Physics-based Augmentation with Reinforcement Learning for Character Controllers,SIGGRAPH 2025,https://arxiv.org/abs/2505.04002,https://michaelx.io/parc/index.html,https://github.com/mshoe/PARC,,,,paper,yes
53,Improving Distant 3D Object Detection Using 2D Box Supervision,CVPR 2024,https://arxiv.org/abs/2403.09230,,,,,,paper,yes
54,What is Point Supervision Worth in Video Instance Segmentation?,CVPR 2024,https://arxiv.org/abs/2404.01990v1,,,,,,paper,yes
55,End-to-end 3D Tracking with Decoupled Queries,ICCV 2023,https://openaccess.thecvf.com/content/ICCV2023/papers/Li_End-to-end_3D_Tracking_with_Decoupled_Queries_ICCV_2023_paper.pdf,https://sites.google.com/view/dqtrack,https://github.com/NVlabs/DQTrack,,,,paper,yes
56,Vision Transformers Are Good Mask Auto-Labelers,CVPR 2023,https://arxiv.org/abs/2301.03992,,https://github.com/NVlabs/mask-auto-labeler,,,,paper,yes
57,BEVNeXt: Reviving Dense BEV Frameworks for 3D Object Detection,CVPR 2024,https://arxiv.org/abs/2312.01696,,https://github.com/woxihuanjiangguo/BEVNeXt,,,,paper,yes
58,ExpandNets: Linear Over-parameterization to Train Compact Convolutional Networks,NeurIPS 2020,https://arxiv.org/abs/1811.10495,,https://github.com/GUOShuxuan/expandnets,,,,paper,yes
59,FocalFormer3D : Focusing on Hard Instance for 3D Object Detection,ICCV 2023,https://arxiv.org/abs/2308.04556,,https://github.com/NVlabs/FocalFormer3D,,,,paper,yes
60,FreeSOLO: Learning to Segment Objects without Annotations,CVPR 2022,https://arxiv.org/abs/2202.12181,,https://github.com/NVlabs/FreeSOLO,,,,paper,yes
61,Active Learning for Deep Object Detection via Probabilistic Modeling,ICCV 2021,https://arxiv.org/abs/2103.16130,,https://github.com/NVlabs/AL-MDN,,,,paper,yes
62,Panoptic SegFormer: Delving Deeper into Panoptic Segmentation with Transformers,CVPR 2022,https://arxiv.org/abs/2109.03814,,https://github.com/zhiqi-li/Panoptic-SegFormer,,,,paper,yes
63,Understanding The Robustness in Vision Transformers,ICML 2022,https://arxiv.org/abs/2204.12451,,https://github.com/NVlabs/FAN,,,,paper,yes
64,Cost Volume Pyramid Based Depth Inference for Multi-View Stereo,CVPR 2020,https://arxiv.org/abs/1912.08329,,https://github.com/JiayuYANG/CVP-MVSNet,,,,paper,yes
65,A-ViT: Adaptive Tokens for Efficient Vision Transformer,CVPR 2022,https://arxiv.org/abs/2112.07658,https://a-vit.github.io/,https://github.com/NVlabs/A-ViT,,,,paper,yes
66,See through Gradients: Image Batch Recovery via GradInversion,CVPR 2021,https://arxiv.org/abs/2104.07586,,,,,,paper,yes
67,Dreaming to Distill: Data-free Knowledge Transfer via DeepInversion,CVPR 2020,https://arxiv.org/abs/1912.08795,,https://github.com/NVlabs/DeepInversion,,,,paper,yes
68,SVAG-Bench: A Large-Scale Benchmark for Multi-Instance Spatio-temporal Video Action Grounding,arXiv 2025,https://arxiv.org/abs/2510.13016,,https://github.com/Shuaicong97/SVAGEval,,,,paper,yes
69,NOOUGAT: Towards Unified Online and Offline Multi-Object Tracking,arXiv 2025,https://arxiv.org/abs/2509.02111,,,,,,paper,yes
70,A Guide to Structureless Visual Localization,arXiv 2025,https://arxiv.org/abs/2504.17636,,,,,,paper,yes
71,Towards a Unified Copernicus Foundation Model for Earth Vision,ICCV 2025,https://arxiv.org/abs/2503.11849,,https://github.com/zhu-xlab/Copernicus-FM,,,,paper,yes
72,NOVIS: A Case for End-to-End Near-Online Video Instance Segmentation,arXiv 2023,https://arxiv.org/abs/2308.15266,,,,,,paper,yes
73,Wolf: Dense Video Captioning with a World Summarization Framework,TMLR 2025,https://arxiv.org/abs/2407.18908,https://wolfv0.github.io/,https://github.com/NVlabs/Wolf,,,,paper,yes
74,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,arXiv 2025,https://arxiv.org/abs/2509.24695,https://nvlabs.github.io/Sana/Video/,https://github.com/NVlabs/Sana,,https://huggingface.co/Efficient-Large-Model/SANA-Video_2B_480p,,paper,no
75,LongPerceptualThoughts: Distilling System-2 Reasoning for System-1 Perception,arXiv 2025,https://arxiv.org/abs/2504.15362,https://andrewliao11.github.io/LongPerceptualThoughts/,https://github.com/andrewliao11/LongPerceptualThoughts,https://huggingface.co/datasets/andrewliao11/LongPerceptualThoughts-30k,,,paper,yes
76,ViPE: Video Pose Engine for 3D Geometric Perception,Whitepaper 2025,https://arxiv.org/abs/2508.10934,https://research.nvidia.com/labs/toronto-ai/vipe/,https://github.com/nv-tlabs/vipe,https://huggingface.co/datasets/nvidia/vipe-dynpose-100kpp,,,whitepaper,yes
77,VideoPanda: Video Panoramic Diffusion with Multi-view Attention,arXiv 2025,https://arxiv.org/abs/2504.11389,https://research.nvidia.com/labs/toronto-ai/VideoPanda/,,,,,paper,yes
78,EmerDiff: Emerging Pixel-level Semantic Knowledge in Diffusion Models,ICLR 2024,https://arxiv.org/abs/2401.11739,https://kmcode1.github.io/Projects/EmerDiff/,https://colab.research.google.com/drive/1Kl1tnHYo2OaUY9hdKFP4wfIpTe-WHaSp,,,,paper,yes
79,Reasoning Paths with Reference Objects Elicit Quantitative Spatial Reasoning in Large Vision-Language Models,EMNLP 2025,https://arxiv.org/abs/2409.09788,https://andrewliao11.github.io/spatial_prompt/,https://github.com/andrewliao11/Q-Spatial-Bench-code,,,,paper,yes
80,Cosmos World Foundation Model Platform for Physical AI,Whitepaper 2025,https://arxiv.org/abs/2501.03575,https://research.nvidia.com/labs/dir/cosmos-predict1/,https://github.com/nvidia-cosmos/cosmos-predict1,,https://huggingface.co/nvidia/Cosmos-1.0-Diffusion-7B-Text2World,,whitepaper,yes
81,MCBLT: Multi-Camera Multi-Object 3D Tracking in Long Videos,ICCV 2025,https://arxiv.org/abs/2412.00692,,,,,,paper,yes
82,SimAvatar: Simulation-Ready Avatars with Layered Hair and Clothing,CVPR 2025,https://arxiv.org/abs/2412.09545,https://nvlabs.github.io/SimAvatar/,,,,,paper,yes
83,Can Large Vision-Language Models Correct Semantic Grounding Errors By Themselves?,CVPR 2025,https://arxiv.org/abs/2404.06510,https://andrewliao11.github.io/vlms_feedback/,,,,,paper,yes
84,Semi-Supervised Semantic Segmentation via Marginal Contextual Information,TMLR 2024,https://arxiv.org/abs/2308.13900,https://s4mcontext.github.io/,https://github.com/shaiTheKimhi/s4mc,,,,paper,yes
85,ReHub: Linear Complexity Graph Transformers with Adaptive Hub-Spoke Reassignment,TMLR 2025,https://arxiv.org/abs/2412.01519,https://tomerborreda.github.io/rehub/,https://github.com/tomerborreda/ReHub,,,,paper,yes
86,Epi-NAF: Enhancing Neural Attenuation Fields for Limited-Angle CT with Epipolar Consistency Conditions,ISBI 2025,https://arxiv.org/abs/2411.06181v1,,,,,,paper,yes
87,FRIDU: Functional Map Refinement with Guided Image Diffusion,SGP 2025,https://arxiv.org/abs/2506.14322,,,,,,paper,yes
88,A Lesson in Splats: Teacher-Guided Diffusion for 3D Gaussian Splats Generation with 2D Supervision,ICCV 2025,https://arxiv.org/abs/2412.00623,https://lesson-in-splats.github.io/,,,,,paper,yes
89,"MonSTeR: a Unified Model for Motion, Scene, Text Retrieval",ICCV 2025,https://arxiv.org/abs/2510.03200,https://github.com/colloroneluca/MonSTeR,,,,,paper,yes
90,"Gaussian See, Gaussian Do: 3D Semantic Motion Transfer",SIGGRAPH Asia 2025,https://arxiv.org/abs/2511.14848,https://gsgd-motiontransfer.github.io/,,,,,paper,yes
91,Cameras as Relative Positional Encoding,NeurIPS 2025,https://arxiv.org/abs/2507.10496,https://www.liruilong.cn/prope/,https://github.com/liruilong940607/prope,,,,paper,yes
92,SimULi: Real-Time LiDAR and Camera Simulation with Unscented Transforms,ICLR 2026,https://arxiv.org/abs/2510.12901,https://research.nvidia.com/labs/sil/projects/simuli/,,,,,paper,yes
93,OmniRe: Omni Urban Scene Reconstruction,ICLR 2025,https://arxiv.org/abs/2408.16760,https://ziyc.github.io/omnire/,https://github.com/ziyc/drivestudio,,,,paper,yes
94,MaskedManipulator: Versatile Whole-Body Manipulation,SIGGRAPH Asia 2025,https://arxiv.org/abs/2505.19086,https://research.nvidia.com/labs/par/maskedmanipulator/,https://github.com/NVlabs/ProtoMotions,,,,paper,yes
95,Design for Descent: What Makes a Shape Grammar Easy to Optimize?,SIGGRAPH Asia 2025,https://www.computationaldesign.group/assets/papers/SIGA-2025-D4Descent.pdf,https://www.computationaldesign.group/publications/design-for-descent,https://github.com/milmillin/d4descent,,,,paper,yes
96,The Affine Heat Method,SGP 2025,https://www.yousufsoliman.com/projects/download/AffineHeatMethod.pdf,https://www.yousufsoliman.com/projects/the-affine-heat-method.html,https://github.com/nmwsharp/vector-heat-demo/,,,,paper,yes
97,Uniform Sampling of Surfaces by Casting Rays,SGP 2025,https://arxiv.org/abs/2506.05268,,https://github.com/iszihan/implicit-uniform-sampler,,,,paper,yes
98,Align Your Flow: Scaling Continuous-Time Flow Map Distillation,NeurIPS 2025,https://arxiv.org/abs/2506.14603,https://research.nvidia.com/labs/toronto-ai/AlignYourFlow/,,,,,paper,yes
99,Cosmos-Transfer1: Conditional World Generation with Adaptive Multimodal Control,Whitepaper 2025,https://arxiv.org/abs/2503.14492,https://research.nvidia.com/labs/dir/cosmos-transfer1/,https://github.com/nvidia-cosmos/cosmos-transfer1,,https://huggingface.co/nvidia/Cosmos-Transfer1-7B,,whitepaper,yes
100,Cosmos-Predict2.5: World Simulation With Video Foundation Models for Physical AI,Whitepaper 2025,https://d1qx31qr3h6wln.cloudfront.net/publications/World_Simulation_with_Video_Foundation_Models_for_Physical_AI.pdf,https://www.nvidia.com/en-us/ai/cosmos/,https://research.nvidia.com/labs/dir/cosmos-predict2.5/,,https://huggingface.co/nvidia/Cosmos-Predict2.5-2B,,whitepaper,yes
101,Cosmos-Transfer2.5: World Simulation With Video Foundation Models for Physical AI,Whitepaper 2025,https://d1qx31qr3h6wln.cloudfront.net/publications/World_Simulation_with_Video_Foundation_Models_for_Physical_AI.pdf,https://www.nvidia.com/en-us/ai/cosmos/,https://github.com/nvidia-cosmos/cosmos-transfer2.5,,https://huggingface.co/nvidia/Cosmos-Transfer2.5-2B,,whitepaper,yes
102,Lyra: Generative 3D Scene Reconstruction via Video Diffusion Model Self-Distillation,ICLR 2026,https://arxiv.org/abs/2509.19296,https://research.nvidia.com/labs/toronto-ai/lyra/,https://github.com/nv-tlabs/lyra,https://huggingface.co/datasets/nvidia/PhysicalAI-SpatialIntelligence-Lyra-SDG,https://huggingface.co/nvidia/Lyra,,paper,yes
103,Cosmos-Drive-Dreams: Scalable Synthetic Driving Data Generation with World Foundation Models,Whitepaper 2025,https://arxiv.org/abs/2506.09042,https://research.nvidia.com/labs/toronto-ai/cosmos_drive_dreams/,https://github.com/nv-tlabs/Cosmos-Drive-Dreams,https://huggingface.co/datasets/nvidia/PhysicalAI-Autonomous-Vehicle-Cosmos-Drive-Dreams,https://huggingface.co/nvidia/Cosmos-Transfer1-7B-Sample-AV,,whitepaper,yes
104,ChronoEdit: Towards Temporal Reasoning for Image Editing and World Simulation,ICLR 2026,https://arxiv.org/abs/2510.04290,https://research.nvidia.com/labs/toronto-ai/chronoedit/,https://github.com/nv-tlabs/ChronoEdit,,https://huggingface.co/nvidia/ChronoEdit-14B-Diffusers,https://huggingface.co/spaces/akhaliq/ChronoEdit-14B-Diffusers-Upscaler-Lora,paper,yes
105,Img2CAD: Reverse Engineering 3D CAD Models from Images through VLM-Assisted Conditional Factorization,SIGGRAPH Asia 2025,https://arxiv.org/abs/2408.01437,https://qq456cvb.github.io/projects/img2cad,https://github.com/qq456cvb/Img2CAD,,,,paper,yes
106,Global Motion Corresponder for 3D Point-Based Scene Interpolation under Large Motion,ICCV 2025,https://arxiv.org/abs/2508.20136,https://junrul.github.io/gmc/,,,,,paper,yes
107,Perspective-Aware Reasoning in Vision-Language Models via Mental Imagery Simulation,ICCV 2025,https://arxiv.org/abs/2504.17207,https://apc-vlm.github.io/,https://github.com/KAIST-Visual-AI-Group/APC-VLM,,,,paper,yes
108,Feed-Forward Bullet-Time Reconstruction of Dynamic Scenes from Monocular Videos,NeurIPS 2025,https://arxiv.org/abs/2412.03526,https://research.nvidia.com/labs/toronto-ai/bullet-timer/,,,,,paper,yes
109,InfiniCube: Unbounded and Controllable Dynamic 3D Driving Scene Generation with World-Guided Video Models,ICCV 2025,https://arxiv.org/abs/2412.03934,https://research.nvidia.com/labs/toronto-ai/infinicube/,https://github.com/nv-tlabs/InfiniCube,,,,paper,yes
110,LuxDiT: Lighting Estimation with Video Diffusion Transformer,NeurIPS 2025,https://arxiv.org/abs/2509.03680,https://research.nvidia.com/labs/toronto-ai/LuxDiT/,,,,,paper,yes
111,UniRelight: Learning Joint Decomposition and Synthesis for Video Relighting,NeurIPS 2025,https://arxiv.org/abs/2506.15673,https://research.nvidia.com/labs/toronto-ai/UniRelight/,,,,,paper,yes
112,Controllable Weather Synthesis and Removal with Video Diffusion Models,ICCV 2025,https://arxiv.org/abs/2505.00704,https://research.nvidia.com/labs/toronto-ai/WeatherWeaver/,,,,,paper,yes
113,PartField: Learning 3D Feature Fields for Part Segmentation and Beyond,ICCV 2025,https://arxiv.org/abs/2504.11451,https://research.nvidia.com/labs/toronto-ai/partfield-release/,https://github.com/nv-tlabs/PartField,,,,paper,yes
114,Native Segmentation Vision Transformers,NeurIPS 2025,https://arxiv.org/abs/2505.16993,https://research.nvidia.com/labs/dvl/projects/native-segmentation/,,,,,paper,yes
115,Socratic-MCTS: Test-Time Visual Reasoning by Asking the Right Questions,EMNLP 2025,https://arxiv.org/abs/2506.08927,,,,,,paper,yes
116,Painting with 3D Gaussian Splat Brushes,SIGGRAPH 2025,https://splatpainting.github.io/static/assets/paper.pdf,https://splatpainting.github.io/,,,,,paper,yes
117,Hydra-NeXt: Robust Closed-Loop Driving with Open-Loop Training,ICCV 2025,https://arxiv.org/abs/2503.12030,,https://github.com/woxihuanjiangguo/Hydra-NeXt,,,,paper,yes
118,OmniDrive: A Holistic Vision-Language Dataset for Autonomous Driving with Counter Factual Reasoning,CVPR 2025,https://arxiv.org/abs/2405.01533,,https://github.com/NVlabs/OmniDrive,,,,paper,yes
119,PARC: A Quantitative Framework Uncovering the Symmetries within Vision Language Models,CVPR 2025,https://arxiv.org/abs/2506.14808,,,,,,paper,yes
120,MDP: Multidimensional Vision Model Pruning with Latency Constraint,CVPR 2025,https://arxiv.org/abs/2406.12079,,https://github.com/NVlabs/MDP,,,,paper,yes
121,DiffusionRenderer: Neural Inverse and Forward Rendering with Video Diffusion Models,CVPR 2025,https://arxiv.org/abs/2501.18590,https://research.nvidia.com/labs/toronto-ai/DiffusionRenderer/,https://github.com/nv-tlabs/diffusion-renderer,,https://huggingface.co/nvidia/Diffusion_Renderer_Inverse_Cosmos_7B,,paper,yes
122,SSE: Multimodal Semantic Data Selection and Enrichment for Industrial-scale Data Assimilation,KDD 2025,https://arxiv.org/abs/2409.13860,,,,,,paper,yes
123,Centaur: Robust End-to-End Autonomous Driving with Test-Time Training,arXiv 2025,https://arxiv.org/abs/2503.11650,,,,,,paper,yes
124,Generalized Trajectory Scoring for End-to-end Multimodal Planning,CVPR 2025,https://arxiv.org/abs/2506.06664,,https://github.com/NVlabs/GTRS,,,,paper,yes
125,Eagle 2: Building Post-Training Data Strategies from Scratch for Frontier Vision-Language Models,ICLR 2025,https://arxiv.org/abs/2501.14818,,https://github.com/NVlabs/EAGLE,,https://huggingface.co/nvidia/Eagle2-1B,https://huggingface.co/spaces/nvidia/Eagle2-Demo,paper,yes
126,"Score Distillation Sampling for Audio: Source Separation, Synthesis, and Beyond",ICML 2025,https://arxiv.org/abs/2505.04621,https://research.nvidia.com/labs/toronto-ai/Audio-SDS/,,,,,paper,yes
127,LLaMA-Mesh: Unifying 3D Mesh Generation with Language Models,Whitepaper 2024,https://arxiv.org/abs/2411.09595,https://research.nvidia.com/labs/toronto-ai/LLaMA-Mesh/,https://github.com/nv-tlabs/LLaMa-Mesh,,https://huggingface.co/Zhengyi/LLaMA-Mesh,https://huggingface.co/spaces/Zhengyi/LLaMA-Mesh,whitepaper,yes
128,Multi-student Diffusion Distillation for Better One-step Generators,ICML 2025,https://arxiv.org/abs/2410.23274,https://research.nvidia.com/labs/toronto-ai/MSD/,,,,,paper,yes
129,Towards Learning to Complete Anything in Lidar,ICML 2025,https://arxiv.org/abs/2504.12264,https://research.nvidia.com/labs/dvl/projects/complete-anything-lidar,,,,,paper,yes
130,DynOMo: Online Point Tracking by Dynamic Online Monocular Gaussian Reconstruction,3DV 2025,https://arxiv.org/abs/2409.02104,https://jennyseidenschwarz.github.io/DynOMo.github.io/,https://github.com/dvl-tum/DynOMo,,,,paper,yes
131,Zero-Shot 4D Lidar Panoptic Segmentation,CVPR 2025,https://arxiv.org/abs/2504.00848,https://research.nvidia.com/labs/dvl/projects/sal4d,,,,,paper,yes
