state,importance,paper_title,venue,project_link_or_github_link,paper_link,sort,pdf_path,analysis_path
checked,,Efficient Reinforcement Learning by Guiding World Models with Non-Curated Data,ICLR 2026,,https://openreview.net/forum?id=oBXfPyi47m,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Efficient_Reinforcement_Learning_by_Guiding_World_Models_with_Non-Curated_Data.pdf,obsidian-vault/analysis/ICLR_2026/Efficient_Reinforcement_Learning_by_Guiding_World_Models_with_Non-Curated_Data.md
checked,,Efficient Resource-Constrained Training of Transformers via Subspace Optimization,ICLR 2026,,https://openreview.net/forum?id=0nvQ5kHXf4,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Efficient_Resource-Constrained_Training_of_Transformers_via_Subspace_Optimization.pdf,obsidian-vault/analysis/ICLR_2026/Efficient_Resource-Constrained_Training_of_Transformers_via_Subspace_Optimization.md
checked,,Eigen-Agent: Adaptive Multi-Agent Scientific Reasoning with Monitor-Based RAG,ICLR 2026,,https://openreview.net/forum?id=bGtmGTbmaz,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Eigen-Agent_Adaptive_Multi-Agent_Scientific_Reasoning_with_Monitor-Based_RAG.pdf,obsidian-vault/analysis/ICLR_2026/Eigen-Agent_Adaptive_Multi-Agent_Scientific_Reasoning_with_Monitor-Based_RAG.md
checked,,EigenBench: A Comparative Behavioral Measure of Value Alignment,ICLR 2026,,https://openreview.net/forum?id=fm79KXJIUQ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/EigenBench_A_Comparative_Behavioral_Measure_of_Value_Alignment.pdf,obsidian-vault/analysis/ICLR_2026/EigenBench_A_Comparative_Behavioral_Measure_of_Value_Alignment.md
checked,,Embodied Agents Meet Personalization: Investigating Challenges and Solutions Through the Lens of Memory Utilization,ICLR 2026,,https://openreview.net/forum?id=E5L43l5EIu,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Embodied_Agents_Meet_Personalization_Investigating_Challenges_and_Solutions_Through_the_Lens_of_Memory_Utilization.pdf,obsidian-vault/analysis/ICLR_2026/Embodied_Agents_Meet_Personalization_Investigating_Challenges_and_Solutions_Through_the_Lens_of_Memory_Utilization.md
checked,,Embodied Navigation Foundation Model,ICLR 2026,,https://openreview.net/forum?id=kkBOIsrCXh,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Embodied_Navigation_Foundation_Model.pdf,obsidian-vault/analysis/ICLR_2026/Embodied_Navigation_Foundation_Model.md
checked,,Emergent Coordination in Multi-Agent Language Models,ICLR 2026,,https://openreview.net/forum?id=SRn1MtMPRq,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Emergent_Coordination_in_Multi-Agent_Language_Models.pdf,obsidian-vault/analysis/ICLR_2026/Emergent_Coordination_in_Multi-Agent_Language_Models.md
checked,,Emergent Hierarchical Reasoning in LLMs through Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=NlkykTqAId,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Emergent_Hierarchical_Reasoning_in_LLMs_through_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/Emergent_Hierarchical_Reasoning_in_LLMs_through_Reinforcement_Learning.md
checked,,EmotionThinker: Prosody-Aware Reinforcement Learning for Explainable Speech Emotion Reasoning,ICLR 2026,,https://openreview.net/forum?id=wbttgzp7MT,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/EmotionThinker_Prosody-Aware_Reinforcement_Learning_for_Explainable_Speech_Emotion_Reasoning.pdf,obsidian-vault/analysis/ICLR_2026/EmotionThinker_Prosody-Aware_Reinforcement_Learning_for_Explainable_Speech_Emotion_Reasoning.md
checked,,Empowering LLM Tool Invocation with Tool-call Reward Model,ICLR 2026,,https://openreview.net/forum?id=LnBEASInVr,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Empowering_LLM_Tool_Invocation_with_Tool-call_Reward_Model.pdf,obsidian-vault/analysis/ICLR_2026/Empowering_LLM_Tool_Invocation_with_Tool-call_Reward_Model.md
checked,,Endowing GPT-4 with a Humanoid Body: Building the Bridge Between Off-the-Shelf VLMs and the Physical World,ICLR 2026,,https://openreview.net/forum?id=aQWSEjcN9V,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Endowing_GPT-4_with_a_Humanoid_Body_Building_the_Bridge_Between_Off-the-Shelf_VLMs_and_the_Physical_World.pdf,obsidian-vault/analysis/ICLR_2026/Endowing_GPT-4_with_a_Humanoid_Body_Building_the_Bridge_Between_Off-the-Shelf_VLMs_and_the_Physical_World.md
checked,,Energy-Based Transformers are Scalable Learners and Thinkers,ICLR 2026,,https://openreview.net/forum?id=ZBj3Qp1bYg,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Energy-Based_Transformers_are_Scalable_Learners_and_Thinkers.pdf,obsidian-vault/analysis/ICLR_2026/Energy-Based_Transformers_are_Scalable_Learners_and_Thinkers.md
checked,,Enhancing Generative Auto-bidding with Offline Reward Evaluation and Policy Search,ICLR 2026,,https://openreview.net/forum?id=kMuQBgPIdg,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Enhancing_Generative_Auto-bidding_with_Offline_Reward_Evaluation_and_Policy_Search.pdf,obsidian-vault/analysis/ICLR_2026/Enhancing_Generative_Auto-bidding_with_Offline_Reward_Evaluation_and_Policy_Search.md
checked,,EquAct: An SE(3)-Equivariant Multi-Task Transformer for 3D Robotic Manipulation,ICLR 2026,,https://openreview.net/forum?id=d1wuA8oIH0,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/EquAct_An_SE3-Equivariant_Multi-Task_Transformer_for_3D_Robotic_Manipulation.pdf,obsidian-vault/analysis/ICLR_2026/EquAct_An_SE3-Equivariant_Multi-Task_Transformer_for_3D_Robotic_Manipulation.md
checked,,Equivariant Splitting: Self-supervised learning from incomplete data,ICLR 2026,,https://openreview.net/forum?id=upMIVpe467,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Equivariant_Splitting_Self-supervised_learning_from_incomplete_data.pdf,obsidian-vault/analysis/ICLR_2026/Equivariant_Splitting_Self-supervised_learning_from_incomplete_data.md
checked,,"Error Notebook-Guided, Training-Free Part Retrieval in 3D CAD Assemblies via Vision-Language Models",ICLR 2026,,https://openreview.net/forum?id=JMweItBmbx,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Error_Notebook-Guided_Training-Free_Part_Retrieval_in_3D_CAD_Assemblies_via_Vision-Language_Models.pdf,obsidian-vault/analysis/ICLR_2026/Error_Notebook-Guided_Training-Free_Part_Retrieval_in_3D_CAD_Assemblies_via_Vision-Language_Models.md
checked,,Escaping the Homophily Trap: A Threshold-free Graph Outlier Detection Framework via Clustering-guided Edge Reweighting,ICLR 2026,,https://openreview.net/forum?id=Z8f0whjttd,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Escaping_the_Homophily_Trap_A_Threshold-free_Graph_Outlier_Detection_Framework_via_Clustering-guided_Edge_Reweighting.pdf,obsidian-vault/analysis/ICLR_2026/Escaping_the_Homophily_Trap_A_Threshold-free_Graph_Outlier_Detection_Framework_via_Clustering-guided_Edge_Reweighting.md
checked,,EvA: Evolutionary Attacks on Graphs,ICLR 2026,,https://openreview.net/forum?id=EzXzGRngYb,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/EvA_Evolutionary_Attacks_on_Graphs.pdf,obsidian-vault/analysis/ICLR_2026/EvA_Evolutionary_Attacks_on_Graphs.md
checked,,Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions,ICLR 2026,,https://openreview.net/forum?id=DT7JyQC3MR,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Evaluating_Memory_in_LLM_Agents_via_Incremental_Multi-Turn_Interactions.pdf,obsidian-vault/analysis/ICLR_2026/Evaluating_Memory_in_LLM_Agents_via_Incremental_Multi-Turn_Interactions.md
checked,,Evaluating and Improving Cultural Awareness of Reward Models for LLM Alignment,ICLR 2026,,https://openreview.net/forum?id=WhSzqsMhfZ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Evaluating_and_Improving_Cultural_Awareness_of_Reward_Models_for_LLM_Alignment.pdf,obsidian-vault/analysis/ICLR_2026/Evaluating_and_Improving_Cultural_Awareness_of_Reward_Models_for_LLM_Alignment.md
checked,,Event-T2M: Event-level Conditioning for Complex Text-to-Motion Synthesis,ICLR 2026,,https://openreview.net/forum?id=mXPeXZ1KWT,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Event-T2M_Event-level_Conditioning_for_Complex_Text-to-Motion_Synthesis.pdf,obsidian-vault/analysis/ICLR_2026/Event-T2M_Event-level_Conditioning_for_Complex_Text-to-Motion_Synthesis.md
checked,,Every Language Model Has a Forgery-Resistant Signature,ICLR 2026,,https://openreview.net/forum?id=vLFqOoMBol,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Every_Language_Model_Has_a_Forgery-Resistant_Signature.pdf,obsidian-vault/analysis/ICLR_2026/Every_Language_Model_Has_a_Forgery-Resistant_Signature.md
checked,,Evoking User Memory: Personalizing LLM via Recollection-Familiarity Adaptive Retrieval,ICLR 2026,,https://openreview.net/forum?id=f7p0F2X6XN,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Evoking_User_Memory_Personalizing_LLM_via_Recollection-Familiarity_Adaptive_Retrieval.pdf,obsidian-vault/analysis/ICLR_2026/Evoking_User_Memory_Personalizing_LLM_via_Recollection-Familiarity_Adaptive_Retrieval.md
checked,,Exchangeability of GNN Representations with Applications to Graph Retrieval,ICLR 2026,,https://openreview.net/forum?id=HQcCd0laFq,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Exchangeability_of_GNN_Representations_with_Applications_to_Graph_Retrieval.pdf,obsidian-vault/analysis/ICLR_2026/Exchangeability_of_GNN_Representations_with_Applications_to_Graph_Retrieval.md
checked,,Expanding the Capability Frontier of LLM Agents with ZPD-Guided Data Synthesis,ICLR 2026,,https://openreview.net/forum?id=c5bf47nDx1,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Expanding_the_Capability_Frontier_of_LLM_Agents_with_ZPD-Guided_Data_Synthesis.pdf,obsidian-vault/analysis/ICLR_2026/Expanding_the_Capability_Frontier_of_LLM_Agents_with_ZPD-Guided_Data_Synthesis.md
checked,,ExpertLongBench: Benchmarking Language Models on Expert-Level Long-Form Generation Tasks with Structured Checklists,ICLR 2026,,https://openreview.net/forum?id=nJvgBolRcR,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/ExpertLongBench_Benchmarking_Language_Models_on_Expert-Level_Long-Form_Generation_Tasks_with_Structured_Checklists.pdf,obsidian-vault/analysis/ICLR_2026/ExpertLongBench_Benchmarking_Language_Models_on_Expert-Level_Long-Form_Generation_Tasks_with_Structured_Checklists.md
checked,,Exploratory Causal Inference in SAEnce,ICLR 2026,,https://openreview.net/forum?id=Ml8t8kQMUP,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Exploratory_Causal_Inference_in_SAEnce.pdf,obsidian-vault/analysis/ICLR_2026/Exploratory_Causal_Inference_in_SAEnce.md
checked,,Exploratory Diffusion Model for Unsupervised Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=k0Kb1ynFbt,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Exploratory_Diffusion_Model_for_Unsupervised_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/Exploratory_Diffusion_Model_for_Unsupervised_Reinforcement_Learning.md
checked,,Exploratory Memory-Augmented LLM Agent via Hybrid On- and Off-Policy Optimization,ICLR 2026,,https://openreview.net/forum?id=UOzxviKVFO,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Exploratory_Memory-Augmented_LLM_Agent_via_Hybrid_On-_and_Off-Policy_Optimization.pdf,obsidian-vault/analysis/ICLR_2026/Exploratory_Memory-Augmented_LLM_Agent_via_Hybrid_On-_and_Off-Policy_Optimization.md
checked,,Exploring Synthesizable Chemical Space with Iterative Pathway Refinements,ICLR 2026,,https://openreview.net/forum?id=aQKVfKOkR5,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Exploring_Synthesizable_Chemical_Space_with_Iterative_Pathway_Refinements.pdf,obsidian-vault/analysis/ICLR_2026/Exploring_Synthesizable_Chemical_Space_with_Iterative_Pathway_Refinements.md
checked,,Exploring the Potential of Encoder-free Architectures in 3D LMMs,ICLR 2026,,https://openreview.net/forum?id=22Hh0Vj5Dd,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Exploring_the_Potential_of_Encoder-free_Architectures_in_3D_LMMs.pdf,obsidian-vault/analysis/ICLR_2026/Exploring_the_Potential_of_Encoder-free_Architectures_in_3D_LMMs.md
checked,,Extending Sequence Length is Not All You Need: Effective Integration of Multimodal Signals for Gene Expression Prediction,ICLR 2026,,https://openreview.net/forum?id=wwPSfcf5Pj,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Extending_Sequence_Length_is_Not_All_You_Need_Effective_Integration_of_Multimodal_Signals_for_Gene_Expression_Prediction.pdf,obsidian-vault/analysis/ICLR_2026/Extending_Sequence_Length_is_Not_All_You_Need_Effective_Integration_of_Multimodal_Signals_for_Gene_Expression_Prediction.md
checked,,FALCON: Few-step Accurate Likelihoods for Continuous Flows,ICLR 2026,,https://openreview.net/forum?id=FbssShlI4N,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FALCON_Few-step_Accurate_Likelihoods_for_Continuous_Flows.pdf,obsidian-vault/analysis/ICLR_2026/FALCON_Few-step_Accurate_Likelihoods_for_Continuous_Flows.md
checked,,FAPO: Flawed-Aware Policy Optimization for Efficient and Reliable Reasoning,ICLR 2026,,https://openreview.net/forum?id=jhqqoimoWt,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FAPO_Flawed-Aware_Policy_Optimization_for_Efficient_and_Reliable_Reasoning.pdf,obsidian-vault/analysis/ICLR_2026/FAPO_Flawed-Aware_Policy_Optimization_for_Efficient_and_Reliable_Reasoning.md
checked,,FATE: A Formal Benchmark Series for Frontier Algebra of Multiple Difficulty Levels,ICLR 2026,,https://openreview.net/forum?id=3bD19r4jqh,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FATE_A_Formal_Benchmark_Series_for_Frontier_Algebra_of_Multiple_Difficulty_Levels.pdf,obsidian-vault/analysis/ICLR_2026/FATE_A_Formal_Benchmark_Series_for_Frontier_Algebra_of_Multiple_Difficulty_Levels.md
checked,,FIRE: Frobenius-Isometry Reinitialization for Balancing the Stability–Plasticity Tradeoff,ICLR 2026,,https://openreview.net/forum?id=CfZLxT3zIZ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FIRE_Frobenius-Isometry_Reinitialization_for_Balancing_the_StabilityPlasticity_Tradeoff.pdf,obsidian-vault/analysis/ICLR_2026/FIRE_Frobenius-Isometry_Reinitialization_for_Balancing_the_StabilityPlasticity_Tradeoff.md
checked,,FLUX-Reason-6M & PRISM-Bench: A Million-Scale Text-to-Image Reasoning Dataset and Comprehensive Benchmark,ICLR 2026,,https://openreview.net/forum?id=cPzgZnpVbN,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FLUX-Reason-6M_PRISM-Bench_A_Million-Scale_Text-to-Image_Reasoning_Dataset_and_Comprehensive_Benchmark.pdf,obsidian-vault/analysis/ICLR_2026/FLUX-Reason-6M_PRISM-Bench_A_Million-Scale_Text-to-Image_Reasoning_Dataset_and_Comprehensive_Benchmark.md
checked,,FRABench and UFEval: Unified Fine-grained Evaluation with Task and Aspect Generalization,ICLR 2026,,https://openreview.net/forum?id=7WdY3Cojy9,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FRABench_and_UFEval_Unified_Fine-grained_Evaluation_with_Task_and_Aspect_Generalization.pdf,obsidian-vault/analysis/ICLR_2026/FRABench_and_UFEval_Unified_Fine-grained_Evaluation_with_Task_and_Aspect_Generalization.md
checked,,FSOD-VFM: Few-Shot Object Detection with Vision Foundation Models and Graph Diffusion,ICLR 2026,,https://openreview.net/forum?id=jHlAq2rYUw,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FSOD-VFM_Few-Shot_Object_Detection_with_Vision_Foundation_Models_and_Graph_Diffusion.pdf,obsidian-vault/analysis/ICLR_2026/FSOD-VFM_Few-Shot_Object_Detection_with_Vision_Foundation_Models_and_Graph_Diffusion.md
checked,,FantasyWorld: Geometry-Consistent World Modeling via Unified Video and 3D Prediction,ICLR 2026,,https://openreview.net/forum?id=3q9vHEqsNx,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FantasyWorld_Geometry-Consistent_World_Modeling_via_Unified_Video_and_3D_Prediction.pdf,obsidian-vault/analysis/ICLR_2026/FantasyWorld_Geometry-Consistent_World_Modeling_via_Unified_Video_and_3D_Prediction.md
checked,,Fast-dLLM: Training-free Acceleration of Diffusion LLM by Enabling KV Cache and Parallel Decoding,ICLR 2026,,https://openreview.net/forum?id=3Z3Is6hnOT,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Fast-dLLM_Training-free_Acceleration_of_Diffusion_LLM_by_Enabling_KV_Cache_and_Parallel_Decoding.pdf,obsidian-vault/analysis/ICLR_2026/Fast-dLLM_Training-free_Acceleration_of_Diffusion_LLM_by_Enabling_KV_Cache_and_Parallel_Decoding.md
checked,,Fast-dLLM v2: Efficient Block-Diffusion LLM,ICLR 2026,,https://openreview.net/forum?id=1NZ3DHF9nT,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Fast-dLLM_v2_Efficient_Block-Diffusion_LLM.pdf,obsidian-vault/analysis/ICLR_2026/Fast-dLLM_v2_Efficient_Block-Diffusion_LLM.md
checked,,FastAvatar: Towards Unified and Fast 3D Avatar Reconstruction with Large Gaussian Reconstruction Transformers,ICLR 2026,,https://openreview.net/forum?id=P7zBSCs4Xt,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FastAvatar_Towards_Unified_and_Fast_3D_Avatar_Reconstruction_with_Large_Gaussian_Reconstruction_Transformers.pdf,obsidian-vault/analysis/ICLR_2026/FastAvatar_Towards_Unified_and_Fast_3D_Avatar_Reconstruction_with_Large_Gaussian_Reconstruction_Transformers.md
checked,,"Fast Escape, Slow Convergence: Learning Dynamics of Phase Retrieval under Power-Law Data",ICLR 2026,,https://openreview.net/forum?id=Ae4eZpkXBX,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Fast_Escape_Slow_Convergence_Learning_Dynamics_of_Phase_Retrieval_under_Power-Law_Data.pdf,obsidian-vault/analysis/ICLR_2026/Fast_Escape_Slow_Convergence_Learning_Dynamics_of_Phase_Retrieval_under_Power-Law_Data.md
checked,,Fast training of accurate physics-informed neural networks without gradient descent,ICLR 2026,,https://openreview.net/forum?id=3VdSuh3sie,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Fast_training_of_accurate_physics-informed_neural_networks_without_gradient_descent.pdf,obsidian-vault/analysis/ICLR_2026/Fast_training_of_accurate_physics-informed_neural_networks_without_gradient_descent.md
checked,,FedDAG: Clustered Federated Learning via Global Data and Gradient Integration for Heterogeneous Environments,ICLR 2026,,https://openreview.net/forum?id=eIMXY9qkKz,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FedDAG_Clustered_Federated_Learning_via_Global_Data_and_Gradient_Integration_for_Heterogeneous_Environments.pdf,obsidian-vault/analysis/ICLR_2026/FedDAG_Clustered_Federated_Learning_via_Global_Data_and_Gradient_Integration_for_Heterogeneous_Environments.md
checked,,FingerTip 20K: A Benchmark for Proactive and Personalized Mobile LLM Agents,ICLR 2026,,https://openreview.net/forum?id=n3iFV0gLMc,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FingerTip_20K_A_Benchmark_for_Proactive_and_Personalized_Mobile_LLM_Agents.pdf,obsidian-vault/analysis/ICLR_2026/FingerTip_20K_A_Benchmark_for_Proactive_and_Personalized_Mobile_LLM_Agents.md
checked,,FlashDLM: Accelerating Diffusion Language Model Inference via Efficient KV Caching and Guided Diffusion,ICLR 2026,,https://openreview.net/forum?id=KUfKvlX3VY,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FlashDLM_Accelerating_Diffusion_Language_Model_Inference_via_Efficient_KV_Caching_and_Guided_Diffusion.pdf,obsidian-vault/analysis/ICLR_2026/FlashDLM_Accelerating_Diffusion_Language_Model_Inference_via_Efficient_KV_Caching_and_Guided_Diffusion.md
checked,,FlashVID: Efficient Video Large Language Models via Training-free Tree-based Spatiotemporal Token Merging,ICLR 2026,,https://openreview.net/forum?id=H6rDX4w6Al,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FlashVID_Efficient_Video_Large_Language_Models_via_Training-free_Tree-based_Spatiotemporal_Token_Merging.pdf,obsidian-vault/analysis/ICLR_2026/FlashVID_Efficient_Video_Large_Language_Models_via_Training-free_Tree-based_Spatiotemporal_Token_Merging.md
checked,,FlashWorld: High-quality 3D Scene Generation within Seconds,ICLR 2026,,https://openreview.net/forum?id=2IftRjRB07,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FlashWorld_High-quality_3D_Scene_Generation_within_Seconds.pdf,obsidian-vault/analysis/ICLR_2026/FlashWorld_High-quality_3D_Scene_Generation_within_Seconds.md
checked,,FlexHiNM-GP: Flexible Hierarchical Pruning via Region Allocation and Channel Permutation,ICLR 2026,,https://openreview.net/forum?id=YaZraqRsbB,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FlexHiNM-GP_Flexible_Hierarchical_Pruning_via_Region_Allocation_and_Channel_Permutation.pdf,obsidian-vault/analysis/ICLR_2026/FlexHiNM-GP_Flexible_Hierarchical_Pruning_via_Region_Allocation_and_Channel_Permutation.md
checked,,Flock A Knowledge Graph Foundation Model via Learning on Random Walks,ICLR 2026,https://github.com/jw9730/flock,https://openreview.net/forum?id=1cGOCIOKQd,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Flock_A_Knowledge_Graph_Foundation_Model_via_Learning_on_Random_Walks.pdf,obsidian-vault/analysis/ICLR_2026/Flock_A_Knowledge_Graph_Foundation_Model_via_Learning_on_Random_Walks.md
checked,,FlowRL: Matching Reward Distributions for LLM Reasoning,ICLR 2026,,https://openreview.net/forum?id=lObnTKbm9U,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FlowRL_Matching_Reward_Distributions_for_LLM_Reasoning.pdf,obsidian-vault/analysis/ICLR_2026/FlowRL_Matching_Reward_Distributions_for_LLM_Reasoning.md
checked,,Flow Matching with Injected Noise for Offline-to-Online Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=6wd38R8L0Z,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Flow_Matching_with_Injected_Noise_for_Offline-to-Online_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/Flow_Matching_with_Injected_Noise_for_Offline-to-Online_Reinforcement_Learning.md
checked,,Following the Navigation: Enhancing Small Language Models Contextual Reasoning with LLM Guidance,ICLR 2026,,https://openreview.net/forum?id=R8A12kykPG,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Following_the_Navigation_Enhancing_Small_Language_Models_Contextual_Reasoning_with_LLM_Guidance.pdf,obsidian-vault/analysis/ICLR_2026/Following_the_Navigation_Enhancing_Small_Language_Models_Contextual_Reasoning_with_LLM_Guidance.md
checked,,Foresight Diffusion: Improving Sampling Consistency in Predictive Diffusion Models,ICLR 2026,,https://openreview.net/forum?id=9WJoD0iDig,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Foresight_Diffusion_Improving_Sampling_Consistency_in_Predictive_Diffusion_Models.pdf,obsidian-vault/analysis/ICLR_2026/Foresight_Diffusion_Improving_Sampling_Consistency_in_Predictive_Diffusion_Models.md
checked,,Forest-Based Graph Learning for Semi-Supervised Node Classification,ICLR 2026,,https://openreview.net/forum?id=5asbtzIVpS,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Forest-Based_Graph_Learning_for_Semi-Supervised_Node_Classification.pdf,obsidian-vault/analysis/ICLR_2026/Forest-Based_Graph_Learning_for_Semi-Supervised_Node_Classification.md
checked,,FormalML: A Benchmark for Evaluating Formal Subgoal Completion in Machine Learning Theory,ICLR 2026,,https://openreview.net/forum?id=wCRZbspSZi,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/FormalML_A_Benchmark_for_Evaluating_Formal_Subgoal_Completion_in_Machine_Learning_Theory.pdf,obsidian-vault/analysis/ICLR_2026/FormalML_A_Benchmark_for_Evaluating_Formal_Subgoal_Completion_in_Machine_Learning_Theory.md
checked,,From Assumptions to Actions: Turning LLM Reasoning into Uncertainty-Aware Planning for Embodied Agents,ICLR 2026,,https://openreview.net/forum?id=GODFBZhFcX,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/From_Assumptions_to_Actions_Turning_LLM_Reasoning_into_Uncertainty-Aware_Planning_for_Embodied_Agents.pdf,obsidian-vault/analysis/ICLR_2026/From_Assumptions_to_Actions_Turning_LLM_Reasoning_into_Uncertainty-Aware_Planning_for_Embodied_Agents.md
checked,,From EduVisBench to EduVisAgent: A Benchmark and Multi-Agent Framework for Reasoning-Driven Pedagogical Visualization,ICLR 2026,,https://openreview.net/forum?id=FVCpV04ZRe,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/From_EduVisBench_to_EduVisAgent_A_Benchmark_and_Multi-Agent_Framework_for_Reasoning-Driven_Pedagogical_Visualization.pdf,obsidian-vault/analysis/ICLR_2026/From_EduVisBench_to_EduVisAgent_A_Benchmark_and_Multi-Agent_Framework_for_Reasoning-Driven_Pedagogical_Visualization.md
checked,,From Language to Locomotion: Retargeting-free Humanoid Control via Motion Latent Guidance,ICLR 2026,,https://openreview.net/forum?id=k3Cyx3Uets,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/From_Language_to_Locomotion_Retargeting-free_Humanoid_Control_via_Motion_Latent_Guidance.pdf,obsidian-vault/analysis/ICLR_2026/From_Language_to_Locomotion_Retargeting-free_Humanoid_Control_via_Motion_Latent_Guidance.md
checked,,From Markov to Laplace: How Mamba In-Context Learns Markov Chains,ICLR 2026,,https://openreview.net/forum?id=kmK3WSCOCT,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/From_Markov_to_Laplace_How_Mamba_In-Context_Learns_Markov_Chains.pdf,obsidian-vault/analysis/ICLR_2026/From_Markov_to_Laplace_How_Mamba_In-Context_Learns_Markov_Chains.md
checked,,From Observations to Events: Event-Aware World Models for Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=OWkkFaq1IZ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/From_Observations_to_Events_Event-Aware_World_Models_for_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/From_Observations_to_Events_Event-Aware_World_Models_for_Reinforcement_Learning.md
checked,,From Seeing to Doing: Bridging Reasoning and Decision for Robotic Manipulation,ICLR 2026,,https://openreview.net/forum?id=yngvAamNQi,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/From_Seeing_to_Doing_Bridging_Reasoning_and_Decision_for_Robotic_Manipulation.pdf,obsidian-vault/analysis/ICLR_2026/From_Seeing_to_Doing_Bridging_Reasoning_and_Decision_for_Robotic_Manipulation.md
