batch_id,root_id,subtopic_id,subtopic_label,paper_count,manifest_path
iclr26_representation_self_supervised_transfer__probabilistic_methods__b001,representation_self_supervised_transfer,probabilistic_methods,Probabilistic Methods,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__probabilistic_methods__b001.jsonl
iclr26_representation_self_supervised_transfer__probabilistic_methods__b002,representation_self_supervised_transfer,probabilistic_methods,Probabilistic Methods,24,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__probabilistic_methods__b002.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b001,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b001.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b002,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b002.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b003,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b003.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b004,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b004.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b005,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b005.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b006,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b006.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b007,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b007.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b008,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b008.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b009,representation_self_supervised_transfer,representation_learning,Representation Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b009.jsonl
iclr26_representation_self_supervised_transfer__representation_learning__b010,representation_self_supervised_transfer,representation_learning,Representation Learning,12,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__representation_learning__b010.jsonl
iclr26_representation_self_supervised_transfer__self_supervised__b001,representation_self_supervised_transfer,self_supervised,Self-Supervised Learning,1,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__self_supervised__b001.jsonl
iclr26_representation_self_supervised_transfer__transfer_meta__b001,representation_self_supervised_transfer,transfer_meta,"Transfer, Meta & Lifelong Learning",2,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__transfer_meta__b001.jsonl
iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b001,representation_self_supervised_transfer,transfer_multitask_and_meta_learning,"Transfer, Multitask and Meta-learning",25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b001.jsonl
iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b002,representation_self_supervised_transfer,transfer_multitask_and_meta_learning,"Transfer, Multitask and Meta-learning",25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b002.jsonl
iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b003,representation_self_supervised_transfer,transfer_multitask_and_meta_learning,"Transfer, Multitask and Meta-learning",25,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b003.jsonl
iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b004,representation_self_supervised_transfer,transfer_multitask_and_meta_learning,"Transfer, Multitask and Meta-learning",3,_private/topic_priority/subtopic_batches/batches/iclr26_representation_self_supervised_transfer__transfer_multitask_and_meta_learning__b004.jsonl
iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b001,safety_alignment_fairness_privacy,accountability_transparency_and_interpretability,"Accountability, Transparency and Interpretability",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b001.jsonl
iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b002,safety_alignment_fairness_privacy,accountability_transparency_and_interpretability,"Accountability, Transparency and Interpretability",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b002.jsonl
iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b003,safety_alignment_fairness_privacy,accountability_transparency_and_interpretability,"Accountability, Transparency and Interpretability",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b003.jsonl
iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b004,safety_alignment_fairness_privacy,accountability_transparency_and_interpretability,"Accountability, Transparency and Interpretability",20,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__accountability_transparency_and_interpretability__b004.jsonl
iclr26_safety_alignment_fairness_privacy__alignment_preference__b001,safety_alignment_fairness_privacy,alignment_preference,Alignment & Preference Optimization,19,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__alignment_preference__b001.jsonl
iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b001,safety_alignment_fairness_privacy,fairness_equity_justice_and_safety,"Fairness, Equity, Justice and Safety",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b001.jsonl
iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b002,safety_alignment_fairness_privacy,fairness_equity_justice_and_safety,"Fairness, Equity, Justice and Safety",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b002.jsonl
iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b003,safety_alignment_fairness_privacy,fairness_equity_justice_and_safety,"Fairness, Equity, Justice and Safety",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b003.jsonl
iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b004,safety_alignment_fairness_privacy,fairness_equity_justice_and_safety,"Fairness, Equity, Justice and Safety",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b004.jsonl
iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b005,safety_alignment_fairness_privacy,fairness_equity_justice_and_safety,"Fairness, Equity, Justice and Safety",25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b005.jsonl
iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b006,safety_alignment_fairness_privacy,fairness_equity_justice_and_safety,"Fairness, Equity, Justice and Safety",10,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__fairness_equity_justice_and_safety__b006.jsonl
iclr26_safety_alignment_fairness_privacy__interpretability__b001,safety_alignment_fairness_privacy,interpretability,Interpretability & Accountability,10,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__interpretability__b001.jsonl
iclr26_safety_alignment_fairness_privacy__privacy_fairness__b001,safety_alignment_fairness_privacy,privacy_fairness,Privacy & Fairness,7,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__privacy_fairness__b001.jsonl
iclr26_safety_alignment_fairness_privacy__privacy_preserving_statistics_and_machine_learning__b001,safety_alignment_fairness_privacy,privacy_preserving_statistics_and_machine_learning,Privacy-preserving Statistics and Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__privacy_preserving_statistics_and_machine_learning__b001.jsonl
iclr26_safety_alignment_fairness_privacy__privacy_preserving_statistics_and_machine_learning__b002,safety_alignment_fairness_privacy,privacy_preserving_statistics_and_machine_learning,Privacy-preserving Statistics and Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__privacy_preserving_statistics_and_machine_learning__b002.jsonl
iclr26_safety_alignment_fairness_privacy__privacy_preserving_statistics_and_machine_learning__b003,safety_alignment_fairness_privacy,privacy_preserving_statistics_and_machine_learning,Privacy-preserving Statistics and Machine Learning,1,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__privacy_preserving_statistics_and_machine_learning__b003.jsonl
iclr26_safety_alignment_fairness_privacy__safety_security__b001,safety_alignment_fairness_privacy,safety_security,Safety & Security,7,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__safety_security__b001.jsonl
iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b001,safety_alignment_fairness_privacy,trustworthy_machine_learning,Trustworthy Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b001.jsonl
iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b002,safety_alignment_fairness_privacy,trustworthy_machine_learning,Trustworthy Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b002.jsonl
iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b003,safety_alignment_fairness_privacy,trustworthy_machine_learning,Trustworthy Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b003.jsonl
iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b004,safety_alignment_fairness_privacy,trustworthy_machine_learning,Trustworthy Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b004.jsonl
iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b005,safety_alignment_fairness_privacy,trustworthy_machine_learning,Trustworthy Machine Learning,25,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b005.jsonl
iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b006,safety_alignment_fairness_privacy,trustworthy_machine_learning,Trustworthy Machine Learning,13,_private/topic_priority/subtopic_batches/batches/iclr26_safety_alignment_fairness_privacy__trustworthy_machine_learning__b006.jsonl
iclr26_time_series_dynamical_systems__sequential_anomaly_prediction__b001,time_series_dynamical_systems,sequential_anomaly_prediction,Sequential Prediction & Anomaly Detection,1,_private/topic_priority/subtopic_batches/batches/iclr26_time_series_dynamical_systems__sequential_anomaly_prediction__b001.jsonl
iclr26_time_series_dynamical_systems__time_series_forecasting__b001,time_series_dynamical_systems,time_series_forecasting,Time Series Forecasting,8,_private/topic_priority/subtopic_batches/batches/iclr26_time_series_dynamical_systems__time_series_forecasting__b001.jsonl
iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b001,vision_multimodal_applications,3d_rendering_reconstruction,3D Rendering & Reconstruction,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b001.jsonl
iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b002,vision_multimodal_applications,3d_rendering_reconstruction,3D Rendering & Reconstruction,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b002.jsonl
iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b003,vision_multimodal_applications,3d_rendering_reconstruction,3D Rendering & Reconstruction,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b003.jsonl
iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b004,vision_multimodal_applications,3d_rendering_reconstruction,3D Rendering & Reconstruction,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b004.jsonl
iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b005,vision_multimodal_applications,3d_rendering_reconstruction,3D Rendering & Reconstruction,14,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__3d_rendering_reconstruction__b005.jsonl
iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b001,vision_multimodal_applications,chemistry_and_drug_discovery,Chemistry and Drug Discovery,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b001.jsonl
iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b002,vision_multimodal_applications,chemistry_and_drug_discovery,Chemistry and Drug Discovery,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b002.jsonl
iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b003,vision_multimodal_applications,chemistry_and_drug_discovery,Chemistry and Drug Discovery,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b003.jsonl
iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b004,vision_multimodal_applications,chemistry_and_drug_discovery,Chemistry and Drug Discovery,14,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__chemistry_and_drug_discovery__b004.jsonl
iclr26_vision_multimodal_applications__classification_and_understanding__b001,vision_multimodal_applications,classification_and_understanding,Classification and Understanding,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__classification_and_understanding__b001.jsonl
iclr26_vision_multimodal_applications__classification_and_understanding__b002,vision_multimodal_applications,classification_and_understanding,Classification and Understanding,24,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__classification_and_understanding__b002.jsonl
iclr26_vision_multimodal_applications__climate__b001,vision_multimodal_applications,climate,Climate,13,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__climate__b001.jsonl
iclr26_vision_multimodal_applications__computer_vision_task__b001,vision_multimodal_applications,computer_vision_task,Computer Vision Tasks,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__computer_vision_task__b001.jsonl
iclr26_vision_multimodal_applications__computer_vision_task__b002,vision_multimodal_applications,computer_vision_task,Computer Vision Tasks,12,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__computer_vision_task__b002.jsonl
iclr26_vision_multimodal_applications__genetics_cell_biology_health_etc__b001,vision_multimodal_applications,genetics_cell_biology_health_etc,"Genetics, Cell Biology, Health, etc",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__genetics_cell_biology_health_etc__b001.jsonl
iclr26_vision_multimodal_applications__genetics_cell_biology_health_etc__b002,vision_multimodal_applications,genetics_cell_biology_health_etc,"Genetics, Cell Biology, Health, etc",22,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__genetics_cell_biology_health_etc__b002.jsonl
iclr26_vision_multimodal_applications__health__b001,vision_multimodal_applications,health,Health,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__health__b001.jsonl
iclr26_vision_multimodal_applications__health__b002,vision_multimodal_applications,health,Health,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__health__b002.jsonl
iclr26_vision_multimodal_applications__health__b003,vision_multimodal_applications,health,Health,2,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__health__b003.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b001,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b001.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b002,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b002.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b003,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b003.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b004,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b004.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b005,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b005.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b006,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b006.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b007,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b007.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b008,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b008.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b009,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b009.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b010,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b010.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b011,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b011.jsonl
iclr26_vision_multimodal_applications__image_and_video_generation__b012,vision_multimodal_applications,image_and_video_generation,Image and Video Generation,7,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__image_and_video_generation__b012.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b001,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b001.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b002,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b002.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b003,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b003.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b004,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b004.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b005,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b005.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b006,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b006.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b007,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b007.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b008,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b008.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b009,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b009.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b010,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b010.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b011,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b011.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b012,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b012.jsonl
iclr26_vision_multimodal_applications__language_speech_and_dialog__b013,vision_multimodal_applications,language_speech_and_dialog,"Language, Speech and Dialog",18,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_and_dialog__b013.jsonl
iclr26_vision_multimodal_applications__language_speech_dialog__b001,vision_multimodal_applications,language_speech_dialog,"Language, Speech & Dialog Applications",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_dialog__b001.jsonl
iclr26_vision_multimodal_applications__language_speech_dialog__b002,vision_multimodal_applications,language_speech_dialog,"Language, Speech & Dialog Applications",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_dialog__b002.jsonl
iclr26_vision_multimodal_applications__language_speech_dialog__b003,vision_multimodal_applications,language_speech_dialog,"Language, Speech & Dialog Applications",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_dialog__b003.jsonl
iclr26_vision_multimodal_applications__language_speech_dialog__b004,vision_multimodal_applications,language_speech_dialog,"Language, Speech & Dialog Applications",2,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__language_speech_dialog__b004.jsonl
iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b001,vision_multimodal_applications,neuroscience_cognitive_science,"Neuroscience, Cognitive Science",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b001.jsonl
iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b002,vision_multimodal_applications,neuroscience_cognitive_science,"Neuroscience, Cognitive Science",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b002.jsonl
iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b003,vision_multimodal_applications,neuroscience_cognitive_science,"Neuroscience, Cognitive Science",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b003.jsonl
iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b004,vision_multimodal_applications,neuroscience_cognitive_science,"Neuroscience, Cognitive Science",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b004.jsonl
iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b005,vision_multimodal_applications,neuroscience_cognitive_science,"Neuroscience, Cognitive Science",5,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__neuroscience_cognitive_science__b005.jsonl
iclr26_vision_multimodal_applications__physics__b001,vision_multimodal_applications,physics,Physics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__physics__b001.jsonl
iclr26_vision_multimodal_applications__physics__b002,vision_multimodal_applications,physics,Physics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__physics__b002.jsonl
iclr26_vision_multimodal_applications__physics__b003,vision_multimodal_applications,physics,Physics,10,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__physics__b003.jsonl
iclr26_vision_multimodal_applications__robotics__b001,vision_multimodal_applications,robotics,Robotics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__robotics__b001.jsonl
iclr26_vision_multimodal_applications__robotics__b002,vision_multimodal_applications,robotics,Robotics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__robotics__b002.jsonl
iclr26_vision_multimodal_applications__robotics__b003,vision_multimodal_applications,robotics,Robotics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__robotics__b003.jsonl
iclr26_vision_multimodal_applications__robotics__b004,vision_multimodal_applications,robotics,Robotics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__robotics__b004.jsonl
iclr26_vision_multimodal_applications__robotics__b005,vision_multimodal_applications,robotics,Robotics,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__robotics__b005.jsonl
iclr26_vision_multimodal_applications__robotics__b006,vision_multimodal_applications,robotics,Robotics,21,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__robotics__b006.jsonl
iclr26_vision_multimodal_applications__segmentation__b001,vision_multimodal_applications,segmentation,Segmentation,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__segmentation__b001.jsonl
iclr26_vision_multimodal_applications__time_series__b001,vision_multimodal_applications,time_series,Time Series,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__time_series__b001.jsonl
iclr26_vision_multimodal_applications__time_series__b002,vision_multimodal_applications,time_series,Time Series,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__time_series__b002.jsonl
iclr26_vision_multimodal_applications__time_series__b003,vision_multimodal_applications,time_series,Time Series,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__time_series__b003.jsonl
iclr26_vision_multimodal_applications__time_series__b004,vision_multimodal_applications,time_series,Time Series,22,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__time_series__b004.jsonl
iclr26_vision_multimodal_applications__video_generation__b001,vision_multimodal_applications,video_generation,Video Generation,2,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__video_generation__b001.jsonl
iclr26_vision_multimodal_applications__vision_3d__b001,vision_multimodal_applications,vision_3d,"3D Vision, Reconstruction & Rendering",25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__vision_3d__b001.jsonl
iclr26_vision_multimodal_applications__vision_3d__b002,vision_multimodal_applications,vision_3d,"3D Vision, Reconstruction & Rendering",5,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__vision_3d__b002.jsonl
iclr26_vision_multimodal_applications__vision_models_multimodal__b001,vision_multimodal_applications,vision_models_multimodal,Vision Models & Multimodal,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__vision_models_multimodal__b001.jsonl
iclr26_vision_multimodal_applications__vision_models_multimodal__b002,vision_multimodal_applications,vision_models_multimodal,Vision Models & Multimodal,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__vision_models_multimodal__b002.jsonl
iclr26_vision_multimodal_applications__vision_models_multimodal__b003,vision_multimodal_applications,vision_models_multimodal,Vision Models & Multimodal,25,_private/topic_priority/subtopic_batches/batches/iclr26_vision_multimodal_applications__vision_models_multimodal__b003.jsonl
