rank,score,exists_in_paper_list,title,paper_link,downloaded_url,pdf_private_path,reasons
49,84,False,Stylos: Multi-View 3D Stylization with Single-Forward Gaussian Splatting,https://openreview.net/forum?id=Ir0HMkRpYb,https://openreview.net/pdf?id=Ir0HMkRpYb,_private/resmax_downloads/pdfs/ICLR_2026/Stylos_Multi-View_3D_Stylization_with_Single-Forward_Gaussian_Splatting__449d413115ca.pdf,3d_gaussian_splatting;visual_spatial_3d
50,82,True,ConsisDrive: Identity-Preserving Driving World Models for Video Generation by Instance Mask,https://openreview.net/forum?id=zgqFQM8VNe,https://openreview.net/pdf?id=zgqFQM8VNe,_private/resmax_downloads/pdfs/ICLR_2026/ConsisDrive_Identity-Preserving_Driving_World_Models_for_Video_Generation_by_Ins__dcdb8ff9e6b0.pdf,dynamic_4d;visual_spatial_3d;world_model
51,82,False,CryoSplat: Gaussian Splatting for Cryo-EM Homogeneous Reconstruction,https://openreview.net/forum?id=dLaUZKBzta,https://openreview.net/pdf?id=dLaUZKBzta,_private/resmax_downloads/pdfs/ICLR_2026/CryoSplat_Gaussian_Splatting_for_Cryo-EM_Homogeneous_Reconstruction__90d87c60adc0.pdf,3d_gaussian_splatting;reconstruction
52,82,False,DrivingGen: A Comprehensive Benchmark for Generative Video World Models in Autonomous Driving,https://openreview.net/forum?id=OrgL5DsU0f,https://openreview.net/pdf?id=OrgL5DsU0f,_private/resmax_downloads/pdfs/ICLR_2026/DrivingGen_A_Comprehensive_Benchmark_for_Generative_Video_World_Models_in_Autono__faee0d3a7a34.pdf,dynamic_4d;visual_spatial_3d;world_model
53,82,True,Latent Particle World Models: Self-supervised Object-centric Stochastic Dynamics Modeling,https://openreview.net/forum?id=lTaPtGiUUc,https://openreview.net/pdf?id=lTaPtGiUUc,_private/resmax_downloads/pdfs/ICLR_2026/Latent_Particle_World_Models_Self-supervised_Object-centric_Stochastic_Dynamics___0b779999c52b.pdf,dynamic_4d;visual_spatial_3d;world_model
54,82,True,Mixture-of-World Models: Scaling Multi-Task Reinforcement Learning with Modular Latent Dynamics,https://openreview.net/forum?id=qUQARlAx5y,https://openreview.net/pdf?id=qUQARlAx5y,_private/resmax_downloads/pdfs/ICLR_2026/Mixture-of-World_Models_Scaling_Multi-Task_Reinforcement_Learning_with_Modular_L__53d9a56da79f.pdf,dynamic_4d;visual_spatial_3d;world_model
55,82,False,ResWorld: Temporal Residual World Model for End-to-End Autonomous Driving,https://openreview.net/forum?id=ptGmMFGWmk,https://openreview.net/pdf?id=ptGmMFGWmk,_private/resmax_downloads/pdfs/ICLR_2026/ResWorld_Temporal_Residual_World_Model_for_End-to-End_Autonomous_Driving__0aa5048f38c3.pdf,dynamic_4d;visual_spatial_3d;world_model
56,82,True,Sparkle: A Robust and Versatile Representation for Point Cloud-based Human Motion Capture,https://openreview.net/forum?id=0blfYtdJES,https://openreview.net/pdf?id=0blfYtdJES,_private/resmax_downloads/pdfs/ICLR_2026/Sparkle_A_Robust_and_Versatile_Representation_for_Point_Cloud-based_Human_Motion__75d9d7fff3ef.pdf,3d_perception_geometry;representation;visual_spatial_3d
57,82,False,StreamSplat: Towards Online Dynamic 3D Reconstruction from Uncalibrated Video Streams,https://openreview.net/forum?id=SaiDRQU7Ez,https://openreview.net/pdf?id=SaiDRQU7Ez,_private/resmax_downloads/pdfs/ICLR_2026/StreamSplat_Towards_Online_Dynamic_3D_Reconstruction_from_Uncalibrated_Video_Str__ddaf0a5cb355.pdf,3d4d_generation;dynamic_4d;reconstruction
58,82,True,Test-Time Mixture of World Models for Embodied Agents in Dynamic Environments,https://openreview.net/forum?id=LQD1MrnbxH,https://openreview.net/pdf?id=LQD1MrnbxH,_private/resmax_downloads/pdfs/ICLR_2026/Test-Time_Mixture_of_World_Models_for_Embodied_Agents_in_Dynamic_Environments__ee53cba8b053.pdf,dynamic_4d;visual_spatial_3d;world_model
59,82,True,Vid2World: Crafting Video Diffusion Models to Interactive World Models,https://openreview.net/forum?id=pFyzqbUiF9,https://openreview.net/pdf?id=pFyzqbUiF9,_private/resmax_downloads/pdfs/ICLR_2026/Vid2World_Crafting_Video_Diffusion_Models_to_Interactive_World_Models__d6f9e4840295.pdf,dynamic_4d;visual_spatial_3d;world_model
60,80,False,Unsupervised Representation Learning for 3D Mesh Parameterization with Semantic and Visibility Objectives,https://openreview.net/forum?id=9LYsvna4Sk,https://openreview.net/pdf?id=9LYsvna4Sk,_private/resmax_downloads/pdfs/ICLR_2026/Unsupervised_Representation_Learning_for_3D_Mesh_Parameterization_with_Semantic___fb445667e240.pdf,3d4d_generation;3d_perception_geometry;representation
61,78,True,PAGE-4D: Disentangled Pose and Geometry Estimation for VGGT-4D Perception,https://openreview.net/forum?id=Nfmzp5PBzr,https://openreview.net/pdf?id=Nfmzp5PBzr,_private/resmax_downloads/pdfs/ICLR_2026/PAGE-4D_Disentangled_Pose_and_Geometry_Estimation_for_VGGT-4D_Perception__e0b3213bb29a.pdf,3d_perception_geometry;explicit_4d
62,75,True,From Sparse to Dense: Spatio-Temporal Fusion for Multi-View 3D Human Pose Estimation with DenseWarper,https://openreview.net/forum?id=MLs6ThXmcz,https://openreview.net/pdf?id=MLs6ThXmcz,_private/resmax_downloads/pdfs/ICLR_2026/From_Sparse_to_Dense_Spatio-Temporal_Fusion_for_Multi-View_3D_Human_Pose_Estimat__fefce1e5c28c.pdf,3d_perception_geometry;dynamic_4d;visual_spatial_3d
63,75,False,GaussianFusion: Unified 3D Gaussian Representation for Multi-Modal Fusion Perception,https://openreview.net/forum?id=7jXxQ9bGoU,https://openreview.net/pdf?id=7jXxQ9bGoU,_private/resmax_downloads/pdfs/ICLR_2026/GaussianFusion_Unified_3D_Gaussian_Representation_for_Multi-Modal_Fusion_Percept__c79ab99eee1d.pdf,3d_gaussian_splatting;representation
64,75,False,Learning Unified Representation of 3D Gaussian Splatting,https://openreview.net/forum?id=NvpVtGG6hk,https://openreview.net/pdf?id=NvpVtGG6hk,_private/resmax_downloads/pdfs/ICLR_2026/Learning_Unified_Representation_of_3D_Gaussian_Splatting__bb3f48b32ad5.pdf,3d_gaussian_splatting;representation
65,75,False,Open-Set Semantic Gaussian Splatting SLAM with Expandable Representation,https://openreview.net/forum?id=E68dgQUzrC,https://openreview.net/pdf?id=E68dgQUzrC,_private/resmax_downloads/pdfs/ICLR_2026/Open-Set_Semantic_Gaussian_Splatting_SLAM_with_Expandable_Representation__fa5af39ce6a2.pdf,3d_gaussian_splatting;representation
66,73,True,STAR-Bench: Probing Deep Spatio-Temporal Reasoning as Audio 4D Intelligence,https://openreview.net/forum?id=Ts6j3GoZDE,https://openreview.net/pdf?id=Ts6j3GoZDE,_private/resmax_downloads/pdfs/ICLR_2026/STAR-Bench_Probing_Deep_Spatio-Temporal_Reasoning_as_Audio_4D_Intelligence__8df92553d3c1.pdf,dynamic_4d;explicit_4d
67,73,False,SurfSplat: Conquering Feedforward 2D Gaussian Splatting with Surface Continuity Priors,https://openreview.net/forum?id=o1sF4XaFdY,https://openreview.net/pdf?id=o1sF4XaFdY,_private/resmax_downloads/pdfs/ICLR_2026/SurfSplat_Conquering_Feedforward_2D_Gaussian_Splatting_with_Surface_Continuity_P__7f838b1d2532.pdf,3d_gaussian_splatting;3d_perception_geometry
68,72,False,Aligned Novel View Image and Geometry Synthesis via Cross-modal Attention Instillation,https://openreview.net/forum?id=vjvwYexMQn,https://openreview.net/pdf?id=vjvwYexMQn,_private/resmax_downloads/pdfs/ICLR_2026/Aligned_Novel_View_Image_and_Geometry_Synthesis_via_Cross-modal_Attention_Instil__f3c511aaa3a8.pdf,rendering_nvs;visual_spatial_3d
69,72,False,DiffPBR: Point-Based Rendering via Spatial-Aware Residual Diffusion,https://openreview.net/forum?id=tqOBZbW6j8,https://openreview.net/pdf?id=tqOBZbW6j8,_private/resmax_downloads/pdfs/ICLR_2026/DiffPBR_Point-Based_Rendering_via_Spatial-Aware_Residual_Diffusion__9d4873f74381.pdf,rendering_nvs;visual_spatial_3d
70,72,False,"Efficient-LVSM: Faster, Cheaper, and Better Large View Synthesis Model via Decoupled Co-Refinement Attention",https://openreview.net/forum?id=tzBPOXJ3QC,https://openreview.net/pdf?id=tzBPOXJ3QC,_private/resmax_downloads/pdfs/ICLR_2026/Efficient-LVSM_Faster_Cheaper_and_Better_Large_View_Synthesis_Model_via_Decouple__f97270a5835a.pdf,rendering_nvs;visual_spatial_3d
71,72,False,MVCustom: Multi-View Customized Diffusion via Geometric Latent Rendering and Completion,https://openreview.net/forum?id=SGsxxbAjXH,https://openreview.net/pdf?id=SGsxxbAjXH,_private/resmax_downloads/pdfs/ICLR_2026/MVCustom_Multi-View_Customized_Diffusion_via_Geometric_Latent_Rendering_and_Comp__5fcfc95fff65.pdf,rendering_nvs;visual_spatial_3d
72,72,False,Sharp Monocular View Synthesis in Less Than a Second,https://openreview.net/forum?id=yx3g4sF70y,https://openreview.net/pdf?id=yx3g4sF70y,_private/resmax_downloads/pdfs/ICLR_2026/Sharp_Monocular_View_Synthesis_in_Less_Than_a_Second__9ff8519e0fec.pdf,rendering_nvs;visual_spatial_3d
73,72,True,True Self-Supervised Novel View Synthesis is Transferable,https://openreview.net/forum?id=aJJppqAm6r,https://openreview.net/pdf?id=aJJppqAm6r,_private/resmax_downloads/pdfs/ICLR_2026/True_Self-Supervised_Novel_View_Synthesis_is_Transferable__d4bd6eda5809.pdf,rendering_nvs;visual_spatial_3d
74,68,False,Fracture-GS: Dynamic Fracture Simulation with Physics-Integrated Gaussian Splatting,https://openreview.net/forum?id=zcAwK50ft0,https://openreview.net/pdf?id=zcAwK50ft0,_private/resmax_downloads/pdfs/ICLR_2026/Fracture-GS_Dynamic_Fracture_Simulation_with_Physics-Integrated_Gaussian_Splatti__ec080bbb2d3d.pdf,3d_gaussian_splatting;dynamic_4d
75,68,False,Frequency-aware Dynamic Gaussian Splatting,https://openreview.net/forum?id=UZ00ac4eqA,https://openreview.net/pdf?id=UZ00ac4eqA,_private/resmax_downloads/pdfs/ICLR_2026/Frequency-aware_Dynamic_Gaussian_Splatting__a82166feb7da.pdf,3d_gaussian_splatting;dynamic_4d
76,68,False,From Tokens to Nodes: Semantic-Guided Motion Control for Dynamic 3D Gaussian Splatting,https://openreview.net/forum?id=ginzNWATI1,https://openreview.net/pdf?id=ginzNWATI1,_private/resmax_downloads/pdfs/ICLR_2026/From_Tokens_to_Nodes_Semantic-Guided_Motion_Control_for_Dynamic_3D_Gaussian_Spla__630a75470d45.pdf,3d_gaussian_splatting;dynamic_4d
77,68,False,MoE-GS: Mixture of Experts for Dynamic Gaussian Splatting,https://openreview.net/forum?id=WrEQFwWCdT,https://openreview.net/pdf?id=WrEQFwWCdT,_private/resmax_downloads/pdfs/ICLR_2026/MoE-GS_Mixture_of_Experts_for_Dynamic_Gaussian_Splatting__610a761de4a8.pdf,3d_gaussian_splatting;dynamic_4d
78,66,False,AsyncBEV: Cross-modal flow alignment in Asynchronous 3D Object Detection,https://openreview.net/forum?id=JINemP2BQP,https://openreview.net/pdf?id=JINemP2BQP,_private/resmax_downloads/pdfs/ICLR_2026/AsyncBEV_Cross-modal_flow_alignment_in_Asynchronous_3D_Object_Detection__f6ce1e40aff3.pdf,3d4d_generation;visual_spatial_3d
79,66,True,BigMaQ: A Big Macaque Motion and Animation Dataset Bridging Image and 3D Pose Representations,https://openreview.net/forum?id=n7viYE7Xbo,https://openreview.net/pdf?id=n7viYE7Xbo,_private/resmax_downloads/pdfs/ICLR_2026/BigMaQ_A_Big_Macaque_Motion_and_Animation_Dataset_Bridging_Image_and_3D_Pose_Rep__e8e103841520.pdf,3d_perception_geometry;dynamic_4d;representation
80,66,False,Disentangled Hierarchical VAE for 3D Human-Human Interaction Generation,https://openreview.net/forum?id=53eIDko6N5,https://openreview.net/pdf?id=53eIDko6N5,_private/resmax_downloads/pdfs/ICLR_2026/Disentangled_Hierarchical_VAE_for_3D_Human-Human_Interaction_Generation__86bc618f301e.pdf,3d4d_generation;visual_spatial_3d
81,66,True,FlashWorld: High-quality 3D Scene Generation within Seconds,https://openreview.net/forum?id=2IftRjRB07,https://openreview.net/pdf?id=2IftRjRB07,_private/resmax_downloads/pdfs/ICLR_2026/FlashWorld_High-quality_3D_Scene_Generation_within_Seconds__5df5d4964a16.pdf,3d4d_generation;visual_spatial_3d
82,66,False,Fore-Mamba3D: Mamba-based Foreground-Enhanced Encoding for 3D Object Detection,https://openreview.net/forum?id=e4t1775UJ1,https://openreview.net/pdf?id=e4t1775UJ1,_private/resmax_downloads/pdfs/ICLR_2026/Fore-Mamba3D_Mamba-based_Foreground-Enhanced_Encoding_for_3D_Object_Detection__4f48167a919f.pdf,3d4d_generation;visual_spatial_3d
83,66,False,H2OFlow: Grounding Human-Object Affordances with 3D Generative Models and Dense Diffused Flows,https://openreview.net/forum?id=QhqJ1DCp1X,https://openreview.net/pdf?id=QhqJ1DCp1X,_private/resmax_downloads/pdfs/ICLR_2026/H2OFlow_Grounding_Human-Object_Affordances_with_3D_Generative_Models_and_Dense_D__cf15d75b0efb.pdf,3d4d_generation;visual_spatial_3d
84,66,True,Interpretable 3D Neural Object Volumes for Robust Conceptual Reasoning,https://openreview.net/forum?id=VSPLa2Sito,https://openreview.net/pdf?id=VSPLa2Sito,_private/resmax_downloads/pdfs/ICLR_2026/Interpretable_3D_Neural_Object_Volumes_for_Robust_Conceptual_Reasoning__9207ab656c77.pdf,3d4d_generation;visual_spatial_3d
85,66,False,Omni-View: Unlocking How Generation Facilitates Understanding in Unified 3D Model based on Multiview images,https://openreview.net/forum?id=pDu6u9cnEB,https://openreview.net/pdf?id=pDu6u9cnEB,_private/resmax_downloads/pdfs/ICLR_2026/Omni-View_Unlocking_How_Generation_Facilitates_Understanding_in_Unified_3D_Model__46bff9ed5dad.pdf,3d4d_generation;visual_spatial_3d
86,66,False,One2Scene: Geometric Consistent Explorable 3D Scene Generation from a Single Image,https://openreview.net/forum?id=iEelSbUsSy,https://openreview.net/pdf?id=iEelSbUsSy,_private/resmax_downloads/pdfs/ICLR_2026/One2Scene_Geometric_Consistent_Explorable_3D_Scene_Generation_from_a_Single_Imag__271d95caee6f.pdf,3d4d_generation;visual_spatial_3d
87,66,False,PAT3D: Physics-Augmented Text-to-3D Scene Generation,https://openreview.net/forum?id=iIRxFkeCuY,https://openreview.net/pdf?id=iIRxFkeCuY,_private/resmax_downloads/pdfs/ICLR_2026/PAT3D_Physics-Augmented_Text-to-3D_Scene_Generation__c1211b545b53.pdf,3d4d_generation;visual_spatial_3d
88,66,False,PEERING INTO THE UNKNOWN: ACTIVE VIEW SELECTION WITH NEURAL UNCERTAINTY MAPS FOR 3D RECONSTRUCTION,https://openreview.net/forum?id=e7gbgdw05A,https://openreview.net/pdf?id=e7gbgdw05A,_private/resmax_downloads/pdfs/ICLR_2026/PEERING_INTO_THE_UNKNOWN_ACTIVE_VIEW_SELECTION_WITH_NEURAL_UNCERTAINTY_MAPS_FOR___900d0f26ae10.pdf,reconstruction;visual_spatial_3d
89,66,False,PTNET: A PROPOSAL-CENTRIC TRANSFORMER NET- WORK FOR 3D OBJECT DETECTION,https://openreview.net/forum?id=ZOREAbteO5,https://openreview.net/pdf?id=ZOREAbteO5,_private/resmax_downloads/pdfs/ICLR_2026/PTNET_A_PROPOSAL-CENTRIC_TRANSFORMER_NET-_WORK_FOR_3D_OBJECT_DETECTION__bf79708fd5ce.pdf,3d4d_generation;visual_spatial_3d
90,66,False,RefAny3D: 3D Asset-Referenced Diffusion Models for Image Generation,https://openreview.net/forum?id=fUO37EVR7j,https://openreview.net/pdf?id=fUO37EVR7j,_private/resmax_downloads/pdfs/ICLR_2026/RefAny3D_3D_Asset-Referenced_Diffusion_Models_for_Image_Generation__af40724eea65.pdf,3d4d_generation;visual_spatial_3d
91,66,False,ReLi3D: Relightable Multi-view 3D Reconstruction with Disentangled Illumination,https://openreview.net/forum?id=BlSKgQb3Vd,https://openreview.net/pdf?id=BlSKgQb3Vd,_private/resmax_downloads/pdfs/ICLR_2026/ReLi3D_Relightable_Multi-view_3D_Reconstruction_with_Disentangled_Illumination__5eeafb1d146e.pdf,reconstruction;visual_spatial_3d
92,66,False,Sat3DGen: Comprehensive Street-Level 3D Scene Generation from Single Satellite Image,https://openreview.net/forum?id=E7JzkZCofa,https://openreview.net/pdf?id=E7JzkZCofa,_private/resmax_downloads/pdfs/ICLR_2026/Sat3DGen_Comprehensive_Street-Level_3D_Scene_Generation_from_Single_Satellite_Im__d04b4ece93f7.pdf,3d4d_generation;visual_spatial_3d
93,66,False,Scenethesis: A Language and Vision Agentic Framework for 3D Scene Generation,https://openreview.net/forum?id=SzhezVoaNB,https://openreview.net/pdf?id=SzhezVoaNB,_private/resmax_downloads/pdfs/ICLR_2026/Scenethesis_A_Language_and_Vision_Agentic_Framework_for_3D_Scene_Generation__8e8a664a0837.pdf,3d4d_generation;visual_spatial_3d
94,66,False,SceneTransporter: Optimal Transport-Guided Compositional Latent Diffusion for Single-Image Structured 3D Scene Generation,https://openreview.net/forum?id=xjCkwPhQWq,https://openreview.net/pdf?id=xjCkwPhQWq,_private/resmax_downloads/pdfs/ICLR_2026/SceneTransporter_Optimal_Transport-Guided_Compositional_Latent_Diffusion_for_Sin__832fbf2b9f56.pdf,3d4d_generation;visual_spatial_3d
95,66,True,SpaceControl: Introducing Test-Time Spatial Control to 3D Generative Modeling,https://openreview.net/forum?id=mEqsCVI5sN,https://openreview.net/pdf?id=mEqsCVI5sN,_private/resmax_downloads/pdfs/ICLR_2026/SpaceControl_Introducing_Test-Time_Spatial_Control_to_3D_Generative_Modeling__c9a17d9ddd5d.pdf,3d4d_generation;visual_spatial_3d
96,66,False,SpatialHand: Generative Object Manipulation from 3D Prespective,https://openreview.net/forum?id=VpsqfCac2B,https://openreview.net/pdf?id=VpsqfCac2B,_private/resmax_downloads/pdfs/ICLR_2026/SpatialHand_Generative_Object_Manipulation_from_3D_Prespective__ec957f118a1e.pdf,3d4d_generation;visual_spatial_3d
97,66,False,UrbanGS: Efficient and Scalable Architecture for Geometrically Accurate Large-Scene Reconstruction,https://openreview.net/forum?id=L3utaw6SD9,https://openreview.net/pdf?id=L3utaw6SD9,_private/resmax_downloads/pdfs/ICLR_2026/UrbanGS_Efficient_and_Scalable_Architecture_for_Geometrically_Accurate_Large-Sce__dbeb8df34f9e.pdf,reconstruction;visual_spatial_3d
98,66,False,WinT3R: Window-Based Streaming Reconstruction with Camera Token Pool,https://openreview.net/forum?id=PjviszIZf1,https://openreview.net/pdf?id=PjviszIZf1,_private/resmax_downloads/pdfs/ICLR_2026/WinT3R_Window-Based_Streaming_Reconstruction_with_Camera_Token_Pool__5fa1e9c4d8aa.pdf,reconstruction;visual_spatial_3d
99,64,True,Astra: General Interactive World Model with Autoregressive Denoising,https://openreview.net/forum?id=8UZpmrxoLG,https://openreview.net/pdf?id=8UZpmrxoLG,_private/resmax_downloads/pdfs/ICLR_2026/Astra_General_Interactive_World_Model_with_Autoregressive_Denoising__991b4bb30f0a.pdf,visual_spatial_3d;world_model
100,64,False,Building spatial world models from sparse transitional episodic memories,https://openreview.net/forum?id=w3w7WVG4ks,https://openreview.net/pdf?id=w3w7WVG4ks,_private/resmax_downloads/pdfs/ICLR_2026/Building_spatial_world_models_from_sparse_transitional_episodic_memories__1e9241541b44.pdf,visual_spatial_3d;world_model
101,64,False,Code World Models for General Game Playing,https://openreview.net/forum?id=1UoB7IWiku,https://openreview.net/pdf?id=1UoB7IWiku,_private/resmax_downloads/pdfs/ICLR_2026/Code_World_Models_for_General_Game_Playing__843022408a62.pdf,visual_spatial_3d;world_model
102,64,True,Composition of Memory Experts for Diffusion World Models,https://openreview.net/forum?id=sUEdpZCHdp,https://openreview.net/pdf?id=sUEdpZCHdp,_private/resmax_downloads/pdfs/ICLR_2026/Composition_of_Memory_Experts_for_Diffusion_World_Models__4e9fdfa13611.pdf,visual_spatial_3d;world_model
103,64,False,Context and Diversity Matter: The Emergence of In-Context Learning in World Models,https://openreview.net/forum?id=0GNBqoYcAP,https://openreview.net/pdf?id=0GNBqoYcAP,_private/resmax_downloads/pdfs/ICLR_2026/Context_and_Diversity_Matter_The_Emergence_of_In-Context_Learning_in_World_Model__561ff2afc459.pdf,visual_spatial_3d;world_model
104,64,False,Ctrl-World: A Controllable Generative World Model for Robot Manipulation,https://openreview.net/forum?id=748bHL2BAv,https://openreview.net/pdf?id=748bHL2BAv,_private/resmax_downloads/pdfs/ICLR_2026/Ctrl-World_A_Controllable_Generative_World_Model_for_Robot_Manipulation__d904ad23051f.pdf,visual_spatial_3d;world_model
105,64,True,Deep SPI: Safe Policy Improvement via World Models,https://openreview.net/forum?id=24C3bSaH3F,https://openreview.net/pdf?id=24C3bSaH3F,_private/resmax_downloads/pdfs/ICLR_2026/Deep_SPI_Safe_Policy_Improvement_via_World_Models__934d9fa3f6ae.pdf,visual_spatial_3d;world_model
106,64,False,DriveVLA-W0: World Models Amplify Data Scaling Law in Autonomous Driving,https://openreview.net/forum?id=plrGn3RdzN,https://openreview.net/pdf?id=plrGn3RdzN,_private/resmax_downloads/pdfs/ICLR_2026/DriveVLA-W0_World_Models_Amplify_Data_Scaling_Law_in_Autonomous_Driving__1311ad3bd77a.pdf,visual_spatial_3d;world_model
107,64,True,Efficient Reinforcement Learning by Guiding World Models with Non-Curated Data,https://openreview.net/forum?id=oBXfPyi47m,https://openreview.net/pdf?id=oBXfPyi47m,_private/resmax_downloads/pdfs/ICLR_2026/Efficient_Reinforcement_Learning_by_Guiding_World_Models_with_Non-Curated_Data__7aa045c7abfa.pdf,visual_spatial_3d;world_model
108,64,False,Empowering Multi-Robot Cooperation via Sequential World Models,https://openreview.net/forum?id=IvUM6UwYCJ,https://openreview.net/pdf?id=IvUM6UwYCJ,_private/resmax_downloads/pdfs/ICLR_2026/Empowering_Multi-Robot_Cooperation_via_Sequential_World_Models__0a62e021f38a.pdf,visual_spatial_3d;world_model
109,64,True,From Observations to Events: Event-Aware World Models for Reinforcement Learning,https://openreview.net/forum?id=OWkkFaq1IZ,https://openreview.net/pdf?id=OWkkFaq1IZ,_private/resmax_downloads/pdfs/ICLR_2026/From_Observations_to_Events_Event-Aware_World_Models_for_Reinforcement_Learning__77aef834af28.pdf,visual_spatial_3d;world_model
110,64,True,Horizon Imagination: Efficient On-Policy Rollout in Diffusion World Models,https://openreview.net/forum?id=Obefq4k8iG,https://openreview.net/pdf?id=Obefq4k8iG,_private/resmax_downloads/pdfs/ICLR_2026/Horizon_Imagination_Efficient_On-Policy_Rollout_in_Diffusion_World_Models__28959695527f.pdf,visual_spatial_3d;world_model
111,64,False,Learning Massively Multitask World Models for Continuous Control,https://openreview.net/forum?id=MPabX9LEds,https://openreview.net/pdf?id=MPabX9LEds,_private/resmax_downloads/pdfs/ICLR_2026/Learning_Massively_Multitask_World_Models_for_Continuous_Control__bcafe118e630.pdf,visual_spatial_3d;world_model
112,64,False,Learning to Be Uncertain: Pre-training World Models with Horizon-Calibrated Uncertainty,https://openreview.net/forum?id=pZuZWRuPyi,https://openreview.net/pdf?id=pZuZWRuPyi,_private/resmax_downloads/pdfs/ICLR_2026/Learning_to_Be_Uncertain_Pre-training_World_Models_with_Horizon-Calibrated_Uncer__87fce1e2941a.pdf,visual_spatial_3d;world_model
113,64,True,Object-Centric World Models from Few-Shot Annotations for Sample-Efficient Reinforcement Learning,https://openreview.net/forum?id=qmEyJadwHA,https://openreview.net/pdf?id=qmEyJadwHA,_private/resmax_downloads/pdfs/ICLR_2026/Object-Centric_World_Models_from_Few-Shot_Annotations_for_Sample-Efficient_Reinf__da0f21cc4943.pdf,visual_spatial_3d;world_model
114,64,False,One Life to Learn: Inferring Symbolic World Models for Stochastic Environments from Unguided Exploration,https://openreview.net/forum?id=UQ36IrVCw2,https://openreview.net/pdf?id=UQ36IrVCw2,_private/resmax_downloads/pdfs/ICLR_2026/One_Life_to_Learn_Inferring_Symbolic_World_Models_for_Stochastic_Environments_fr__15afb66f8665.pdf,visual_spatial_3d;world_model
115,64,True,One Model for All Tasks: Leveraging Efficient World Models in Multi-Task Planning,https://openreview.net/forum?id=iU026Hr90y,https://openreview.net/pdf?id=iU026Hr90y,_private/resmax_downloads/pdfs/ICLR_2026/One_Model_for_All_Tasks_Leveraging_Efficient_World_Models_in_Multi-Task_Planning__26c8f28ec4d6.pdf,visual_spatial_3d;world_model
116,64,True,R-WoM: Retrieval-augmented World Model For Computer-use Agents,https://openreview.net/forum?id=5ZaoXB3MdP,https://openreview.net/pdf?id=5ZaoXB3MdP,_private/resmax_downloads/pdfs/ICLR_2026/R-WoM_Retrieval-augmented_World_Model_For_Computer-use_Agents__c41ee69a7e00.pdf,visual_spatial_3d;world_model
117,64,False,R2-Dreamer: Redundancy-Reduced World Models without Decoders or Augmentation,https://openreview.net/forum?id=Je2QqXrcQq,https://openreview.net/pdf?id=Je2QqXrcQq,_private/resmax_downloads/pdfs/ICLR_2026/R2-Dreamer_Redundancy-Reduced_World_Models_without_Decoders_or_Augmentation__b2a5f4cd62b4.pdf,visual_spatial_3d;world_model
118,64,False,Rethinking Driving World Model as Synthetic Data Generator for Perception Tasks,https://openreview.net/forum?id=z3cFADf6zZ,https://openreview.net/pdf?id=z3cFADf6zZ,_private/resmax_downloads/pdfs/ICLR_2026/Rethinking_Driving_World_Model_as_Synthetic_Data_Generator_for_Perception_Tasks__e3902bf4ec4f.pdf,visual_spatial_3d;world_model
119,64,True,Sparse Imagination for Efficient Visual World Model Planning,https://openreview.net/forum?id=faxcxKINBC,https://openreview.net/pdf?id=faxcxKINBC,_private/resmax_downloads/pdfs/ICLR_2026/Sparse_Imagination_for_Efficient_Visual_World_Model_Planning__60c21b27c581.pdf,visual_spatial_3d;world_model
120,64,True,Speech World Model: Causal State–Action Planning with Explicit Reasoning for Speech,https://openreview.net/forum?id=YGUKPGO182,https://openreview.net/pdf?id=YGUKPGO182,_private/resmax_downloads/pdfs/ICLR_2026/Speech_World_Model_Causal_State_Action_Planning_with_Explicit_Reasoning_for_Spee__25c1183335c9.pdf,visual_spatial_3d;world_model
121,64,False,VCWorld: A Biological World Model for Virtual Cell Simulation,https://openreview.net/forum?id=hhq89Hs7T3,https://openreview.net/pdf?id=hhq89Hs7T3,_private/resmax_downloads/pdfs/ICLR_2026/VCWorld_A_Biological_World_Model_for_Virtual_Cell_Simulation__ae5bb8b10244.pdf,visual_spatial_3d;world_model
122,64,False,Verification of the Implicit World Model in a Generative Model via Adversarial Sequences,https://openreview.net/forum?id=BLOIB8CwBI,https://openreview.net/pdf?id=BLOIB8CwBI,_private/resmax_downloads/pdfs/ICLR_2026/Verification_of_the_Implicit_World_Model_in_a_Generative_Model_via_Adversarial_S__97a2dc8bc727.pdf,visual_spatial_3d;world_model
123,64,False,ViMo: A Generative Visual GUI World Model for App Agents,https://openreview.net/forum?id=mWoMyDEfbM,https://openreview.net/pdf?id=mWoMyDEfbM,_private/resmax_downloads/pdfs/ICLR_2026/ViMo_A_Generative_Visual_GUI_World_Model_for_App_Agents__43eb3c30e82e.pdf,visual_spatial_3d;world_model
124,64,False,WIMLE: Uncertainty‑Aware World Models with IMLE for Sample‑Efficient Continuous Control,https://openreview.net/forum?id=mzLOnTb3WH,https://openreview.net/pdf?id=mzLOnTb3WH,_private/resmax_downloads/pdfs/ICLR_2026/WIMLE_Uncertainty_Aware_World_Models_with_IMLE_for_Sample_Efficient_Continuous_C__c878e74e5b5f.pdf,visual_spatial_3d;world_model
